groupby_lastfm,year,song,artist,genre,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,genre_category,Alternative & Punk,Classical,Electronica,Jazz,Other,Pop,Rock,Soundtrack,Traditional,Urban,number_of_songs_by_artist,total_number_of_songs_by_artist,genre_Count_from2005,groupby_youtube,groupby_5,groupby_3,rankby_total_count,groupby_3_total_rank,groupby_5_total_rank,full_gerne_count
5,1966,Michelle,David & Jonathan,Rock,526,9,2525,1405,4728,3886,22079.0,4711,26807.0,6,0,0,0,0,0,0,1,0,0,0,9,9,1990,6,3,2,4796,2,3,75454
5,1966,Respect,The Rationals,Rock,21,3,7187,2023,6561,3560,20130.0,4822,26691.0,6,0,0,0,0,0,0,1,0,0,0,3,3,1990,6,3,2,4799,2,3,75454
5,1964,Milord,Bobby Darin,Rock,316,9,3889,8,4230,3992,22387.0,4691,26617.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,6,3,2,4803,2,3,75454
5,1959,I've Had It,The Bell Notes,Rock,1107,16,470,576,7756,3393,18850.0,4899,26606.0,6,0,0,0,0,0,0,1,0,0,0,25,25,1990,6,3,2,4804,2,3,75454
7,1964,Knock! Knock! (Who's There?),The Orlons,Rock,171,6,5115,183,666,5863,25938.0,4513,26604.0,6,0,0,0,0,0,0,1,0,0,0,84,84,1990,6,3,2,4805,2,3,75454
5,1964,I Wouldn't Trade You For The World,The Bachelors,Rock,148,6,5353,225,4256,3990,22249.0,4700,26505.0,6,0,0,0,0,0,0,1,0,0,0,69,69,1990,6,3,2,4814,2,3,75454
4,1967,Come To The Sunshine,Harpers Bizarre,Rock,326,7,3799,426,13311,2783,13064.0,5408,26375.0,6,0,0,0,0,0,0,1,0,0,0,35,35,1990,7,4,2,4820,2,3,75454
5,1963,Two Wrongs Don't Make A Right,Mary Wells,Rock,1,1,8406,65,7767,3392,18527.0,4920,26294.0,-1,0,0,0,0,0,0,0,0,0,0,171,171,1990,6,3,2,4823,2,3,75454
7,1964,Worry,Johnny Tillotson,Rock,378,10,3400,27,1214,5290,25015.0,4561,26229.0,6,0,0,0,0,0,0,1,0,0,0,234,234,1990,6,3,2,4827,2,3,75454
9,1967,Jill,Gary Lewis And The Playboys,Rock,276,7,4231,88,213,6757,26011.0,4509,26224.0,6,0,0,0,0,0,0,1,0,0,0,143,143,1990,6,3,2,4829,2,3,75454
4,1963,Sue's Gotta Be Mine,Del Shannon,Rock,144,7,5392,102,10324,3086,15874.0,5134,26198.0,-1,0,0,0,0,0,0,0,0,0,0,130,142,1990,7,4,2,4830,2,3,75454
8,1962,If I Should Lose You,Dreamlovers,Rock,137,5,5470,1884,453,6186,25646.0,4524,26099.0,6,0,0,0,0,0,0,1,0,0,0,5,5,1990,6,3,2,4833,2,3,75454
8,1962,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,Rock,909,13,1017,525,514,6071,25548.0,4528,26062.0,6,0,0,0,0,0,0,1,0,0,0,28,28,1990,6,3,2,4834,2,3,75454
9,1968,Goin' Away,The Fireballs,Rock,68,4,6223,268,127,7055,25915.0,4514,26042.0,6,0,0,0,0,0,0,1,0,0,0,56,56,1990,6,3,2,4836,2,3,75454
10,1961,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,Rock,247,6,4464,138,0,8258,26006.0,4510,26006.0,-1,0,0,0,0,0,0,0,0,0,0,107,186,1990,6,3,2,4837,2,3,75454
6,1966,Like A Baby,Len Barry,Rock,501,9,2654,366,2278,4656,23665.0,4630,25943.0,6,0,0,0,0,0,0,1,0,0,0,41,41,1990,6,3,2,4839,2,3,75454
6,1963,Say Wonderful Things,Ronnie Carroll,Rock,25,4,7069,1910,3108,4321,22827.0,4676,25935.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,6,3,2,4840,2,3,75454
8,1966,Younger Girl,The Hondells,Rock,332,9,3751,578,232,6694,25616.0,4526,25848.0,6,0,0,0,0,0,0,1,0,0,0,25,25,1990,6,3,2,4844,2,3,75454
5,1968,Mrs. Bluebird,Eternity's Children,Rock,177,7,5057,1646,5648,3710,20199.0,4819,25847.0,6,0,0,0,0,0,0,1,0,0,0,7,7,1990,6,3,2,4845,2,3,75454
5,1965,Come Home,The Dave Clark Five,Rock,575,9,2285,39,5566,3730,20270.0,4816,25836.0,6,0,0,0,0,0,0,1,0,0,0,206,206,1990,6,3,2,4846,2,3,75454
4,1968,Jumbo,Bee Gees,Rock,217,6,4717,152,10926,3025,14878.0,5208,25804.0,6,0,0,0,0,0,0,1,0,0,0,98,516,1990,7,4,2,4847,2,3,75454
6,1965,Long Lonely Nights,Bobby Vinton,Rock,458,7,2892,15,1683,4958,24073.0,4605,25756.0,6,0,0,0,0,0,0,1,0,0,0,291,369,1990,6,3,2,4848,2,3,75454
7,1969,She Lets Her Hair Down (Early In The Morning),Gene Pitney,Rock,40,5,6714,31,809,5695,24902.0,4569,25711.0,6,0,0,0,0,0,0,1,0,0,0,222,222,1990,6,3,2,4852,2,3,75454
7,1960,She's Mine,Conway Twitty,Rock,3,1,8231,97,693,5831,25002.0,4563,25695.0,-1,0,0,0,0,0,0,0,0,0,0,136,165,1990,6,3,2,4853,2,3,75454
4,1963,It's All In The Game,Cliff Richard,Rock,671,13,1904,575,10345,3085,15272.0,5180,25617.0,6,0,0,0,0,0,0,1,0,0,0,26,176,1990,7,4,2,4854,2,3,75454
4,1965,Bumble Bee,The Searchers,Rock,470,8,2817,149,12592,2849,13020.0,5410,25612.0,6,0,0,0,0,0,0,1,0,0,0,99,101,1990,7,4,2,4856,2,3,75454
6,1960,You Are My Sunshine,Johnny And The Hurricanes,Rock,10,1,7726,206,2315,4636,23288.0,4647,25603.0,6,0,0,0,0,0,0,1,0,0,0,76,76,1990,6,3,2,4857,2,3,75454
5,1961,Havin' Fun,Dion,Rock,241,6,4527,59,3619,4159,21979.0,4716,25598.0,6,0,0,0,0,0,0,1,0,0,0,175,180,1990,6,3,2,4860,2,3,75454
5,1966,Hello Hello,The Sopwith Camel,Rock,491,10,2709,1154,7996,3365,17592.0,4986,25588.0,6,0,0,0,0,0,0,1,0,0,0,12,12,1990,6,3,2,4863,2,3,75454
5,1962,My Melancholy Baby,The Marcels,Rock,157,5,5257,439,3922,4067,21579.0,4744,25501.0,6,0,0,0,0,0,0,1,0,0,0,34,34,1990,6,3,2,4868,2,3,75454
8,1966,I'm Living In Two Worlds,Bonnie Guitar,Rock,3,2,8213,1932,287,6535,25194.0,4549,25481.0,-1,0,0,0,0,0,0,0,0,0,0,4,4,1990,6,3,2,4870,2,3,75454
6,1961,Wait A Minute,The Coasters,Rock,338,8,3692,117,3147,4304,22327.0,4697,25474.0,6,0,0,0,0,0,0,1,0,0,0,120,126,1990,6,3,2,4872,2,3,75454
8,1962,My Coloring Book,Sandy Stewart,Rock,598,10,2194,1324,312,6465,25123.0,4555,25435.0,6,0,0,0,0,0,0,1,0,0,0,10,10,1990,6,3,2,4873,2,3,75454
6,1965,Sandy,Ronny And The Daytonas,Rock,598,11,2191,365,2461,4562,22945.0,4667,25406.0,6,0,0,0,0,0,0,1,0,0,0,41,41,1990,6,3,2,4876,2,3,75454
4,1963,A Love So Fine,The Chiffons,Rock,354,9,3584,204,13185,2794,12087.0,5509,25272.0,6,0,0,0,0,0,0,1,0,0,0,76,76,1990,7,4,2,4883,2,3,75454
9,1965,The Loser,The Skyliners,Rock,92,5,5954,265,65,7413,25157.0,4552,25222.0,6,0,0,0,0,0,0,1,0,0,0,57,57,1990,6,3,2,4886,2,3,75454
7,1966,The Cheater,Bob Kuban And The In-Men,Rock,713,11,1726,911,1157,5342,23983.0,4608,25140.0,6,0,0,0,0,0,0,1,0,0,0,17,17,1990,6,3,2,4888,2,3,75454
5,1963,Twenty Miles,Chubby Checker,Rock,766,12,1541,13,5537,3735,19590.0,4852,25127.0,6,0,0,0,0,0,0,1,0,0,0,302,307,1990,6,3,2,4889,2,3,75454
8,1964,Worried Guy,Johnny Tillotson,Rock,356,7,3565,27,274,6583,24804.0,4573,25078.0,6,0,0,0,0,0,0,1,0,0,0,234,234,1990,6,3,2,4892,2,3,75454
8,1965,You Can Have Him,Timi Yuro,Rock,7,2,7918,231,300,6501,24772.0,4575,25072.0,6,0,0,0,0,0,0,1,0,0,0,68,68,1990,6,3,2,4893,2,3,75454
6,1969,Home To You,Earth Opera,Rock,4,1,8154,2332,1818,4876,23171.0,4656,24989.0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1990,6,3,2,4894,2,3,75454
5,1968,Turn On Your Love Light,The Human Beinz,Rock,82,5,6075,765,3819,4092,21068.0,4774,24887.0,6,0,0,0,0,0,0,1,0,0,0,20,20,1990,6,3,2,4899,2,3,75454
6,1966,Changes,Crispian St. Peters,Rock,181,7,5011,585,1623,5003,23232.0,4652,24855.0,6,0,0,0,0,0,0,1,0,0,0,25,25,1990,6,3,2,4900,2,3,75454
7,1960,Gee,Jan & Dean,Rock,65,5,6272,53,1265,5257,23588.0,4635,24853.0,6,0,0,0,0,0,0,1,0,0,0,186,186,1990,6,3,2,4901,2,3,75454
3,1964,Little Marie,Chuck Berry,Rock,171,6,5113,112,20597,2340,4138.0,6813,24735.0,6,0,0,0,0,0,0,1,0,0,0,123,153,1990,9,5,3,4905,2,3,75454
7,1959,The Search,Dean Reed,Rock,5,1,8074,2321,1008,5483,23723.0,4627,24731.0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1990,6,3,2,4906,2,3,75454
5,1958,I Wish,The Platters,Rock,288,10,4131,64,5315,3771,19298.0,4862,24613.0,6,0,0,0,0,0,0,1,0,0,0,171,171,1990,6,3,2,4908,2,3,75454
5,1969,"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,Rock,293,7,4081,346,3526,4179,21042.0,4776,24568.0,6,0,0,0,0,0,0,1,0,0,0,43,43,1990,6,3,2,4911,2,3,75454
8,1963,It Won't Be This Way (Always),The King Pins,Rock,22,2,7160,2250,296,6504,24235.0,4596,24531.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,6,3,2,4913,2,3,75454
4,1967,Lovin' You,Bobby Darin,Rock,380,8,3385,8,11931,2927,12561.0,5447,24492.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,7,4,2,4916,2,3,75454
5,1970,Your Own Back Yard,Dion,Rock,59,3,6371,59,5229,3788,19223.0,4868,24452.0,6,0,0,0,0,0,0,1,0,0,0,175,180,1990,6,3,2,4919,2,3,75454
7,1966,Help Me Girl,The Outsiders,Rock,415,10,3168,352,1312,5212,23107.0,4661,24419.0,6,0,0,0,0,0,0,1,0,0,0,42,42,1990,6,3,2,4921,2,3,75454
4,1958,Big Bopper's Wedding,Big Bopper,Rock,344,7,3649,410,8221,3341,16183.0,5107,24404.0,6,0,0,0,0,0,0,1,0,0,0,36,36,1990,7,4,2,4922,2,3,75454
3,1968,Sound Asleep,The Turtles,Rock,200,6,4857,95,22904,2244,1414.0,7713,24318.0,6,0,0,0,0,0,0,1,0,0,0,137,137,1990,10,5,3,4929,2,3,75454
7,1967,That Acapulco Gold,The Rainy Daze,Rock,93,4,5945,1903,812,5691,23490.0,4639,24302.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,6,3,2,4930,2,3,75454
10,1969,You'll Never Walk Alone,The Brooklyn Bridge,Rock,257,6,4366,1537,16,7871,24285.0,4593,24301.0,6,0,0,0,0,0,0,1,0,0,0,8,8,1990,6,3,2,4931,2,3,75454
7,1967,Little Miss Sunshine,Tommy Roe,Rock,2,1,8272,67,822,5680,23421.0,4641,24243.0,-1,0,0,0,0,0,0,0,0,0,0,167,186,1990,6,3,2,4933,2,3,75454
6,1958,Nothin' Shakin',Eddie Fontaine,Rock,73,3,6179,2093,2343,4620,21833.0,4729,24176.0,6,0,0,0,0,0,0,1,0,0,0,3,3,1990,6,3,2,4936,2,3,75454
6,1962,Seven Day Weekend,Gary U.S. Bonds,Rock,393,7,3309,298,2186,4704,21972.0,4717,24158.0,6,0,0,0,0,0,0,1,0,0,0,52,92,1990,6,3,2,4938,2,3,75454
6,1960,Clementine,Jan & Dean,Rock,111,6,5734,53,1570,5035,22570.0,4685,24140.0,6,0,0,0,0,0,0,1,0,0,0,186,186,1990,6,3,2,4940,2,3,75454
6,1963,Talk To Me,Sunny & The Sunglows,Rock,808,12,1387,1195,2944,4378,21150.0,4771,24094.0,6,0,0,0,0,0,0,1,0,0,0,12,12,1990,6,3,2,4943,2,3,75454
6,1966,Theme From The Wild Angels,Davie Allan And The Arrows,Rock,3,2,8183,793,2639,4500,21448.0,4757,24087.0,6,0,0,0,0,0,0,1,0,0,0,19,19,1990,6,3,2,4944,2,3,75454
8,1961,Free Me,Johnny Preston,Rock,4,1,8170,244,268,6600,23761.0,4622,24029.0,-1,0,0,0,0,0,0,0,0,0,0,62,62,1990,6,3,2,4947,2,3,75454
9,1961,Lovedrops,Mickey & Sylvia,Rock,4,1,8142,884,45,7546,23981.0,4609,24026.0,-1,0,0,0,0,0,0,0,0,0,0,17,17,1990,6,3,2,4948,2,3,75454
4,1961,What A Sweet Thing That Was,The Shirelles,Rock,204,6,4828,44,16674,2562,7288.0,6161,23962.0,6,0,0,0,0,0,0,1,0,0,0,198,198,1990,8,4,3,4952,2,3,75454
4,1969,God Knows I Love You,Nancy Sinatra,Rock,6,3,7985,146,12893,2818,11026.0,5619,23919.0,6,0,0,0,0,0,0,1,0,0,0,108,108,1990,7,4,3,4953,2,3,75454
4,1963,In The Summer Of His Years,Connie Francis,Rock,248,6,4457,2,16735,2557,7165.0,6179,23900.0,6,0,0,0,0,0,0,1,0,0,0,485,485,1990,8,4,3,4954,2,3,75454
6,1966,Nineteen Days,The Dave Clark Five,Rock,243,6,4504,39,3279,4265,20611.0,4800,23890.0,6,0,0,0,0,0,0,1,0,0,0,206,206,1990,6,3,2,4956,2,3,75454
8,1962,Sweet Thursday,Johnny Mathis,Rock,3,2,8187,41,234,6688,23627.0,4633,23861.0,-1,0,0,0,0,0,0,0,0,0,0,201,231,1990,6,3,2,4958,2,3,75454
6,1959,Hurtin' Inside,Brook Benton,Rock,73,4,6177,5,2123,4737,21576.0,4745,23699.0,6,0,0,0,0,0,0,1,0,0,0,365,370,1990,6,3,2,4963,2,4,75454
6,1959,Mau-Mau,The Wailers,Rock,106,5,5780,526,1570,5038,21999.0,4715,23569.0,6,0,0,0,0,0,0,1,0,0,0,28,28,1990,6,3,2,4970,2,4,75454
5,1962,Torture,Kris Jensen,Rock,739,14,1631,1007,6461,3573,17107.0,5015,23568.0,6,0,0,0,0,0,0,1,0,0,0,14,14,1990,6,4,2,4971,2,4,75454
8,1958,Try The Impossible,Lee Andrews And The Hearts,Rock,49,2,6541,2168,376,6330,23116.0,4660,23492.0,6,0,0,0,0,0,0,1,0,0,0,2,2,1990,6,3,2,4974,2,4,75454
8,1962,Magic Wand,Don & Juan,Rock,28,3,6991,946,623,5924,22838.0,4675,23461.0,6,0,0,0,0,0,0,1,0,0,0,16,16,1990,6,3,2,4975,2,4,75454
6,1965,You Really Know How To Hurt A Guy,Jan & Dean,Rock,475,9,2792,53,1804,4884,21512.0,4752,23316.0,6,0,0,0,0,0,0,1,0,0,0,186,186,1990,6,3,2,4980,2,4,75454
6,1968,Give My Love A Try,Linda Jones,Rock,22,3,7158,696,1703,4948,21531.0,4748,23234.0,6,0,0,0,0,0,0,1,0,0,0,21,30,1990,6,3,2,4985,2,4,75454
3,1965,Forget Domani,Connie Francis,Rock,99,7,5878,2,17283,2517,5950.0,6387,23233.0,6,0,0,0,0,0,0,1,0,0,0,485,485,1990,8,4,3,4986,2,4,75454
9,1963,Baby's Gone,Gene Thomas,Rock,53,5,6483,1156,140,6996,23057.0,4665,23197.0,6,0,0,0,0,0,0,1,0,0,0,12,12,1990,6,3,2,4988,2,4,75454
8,1964,She's My Girl,Bobby Shafto,Rock,2,1,8325,2406,316,6458,22853.0,4673,23169.0,6,0,0,0,0,0,0,1,0,0,0,1,1,1990,6,3,2,4992,2,4,75454
7,1964,Clinging Vine,Bobby Vinton,Rock,514,8,2580,15,916,5577,22225.0,4702,23141.0,6,0,0,0,0,0,0,1,0,0,0,291,369,1990,6,3,2,4994,2,4,75454
8,1962,Heart Breaker,Dean Christie,Rock,36,4,6801,1926,273,6589,22814.0,4677,23087.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,6,3,2,4997,2,4,75454
4,1967,Out Of The Blue,Tommy James And The Shondells,Rock,257,6,4364,49,10579,3064,12500.0,5453,23079.0,6,0,0,0,0,0,0,1,0,0,0,188,188,1990,7,4,2,4998,2,4,75454
10,1962,(I've Got) Bonnie,Bobby Rydell,Rock,676,11,1885,23,16,7879,22891.0,4671,22907.0,6,0,0,0,0,0,0,1,0,0,0,251,251,1990,6,3,2,5004,2,4,75454
5,1961,Let Me Belong To You,Brian Hyland,Rock,616,11,2114,80,3890,4079,18968.0,4892,22858.0,6,0,0,0,0,0,0,1,0,0,0,150,161,1990,6,3,2,5008,2,4,75454
4,1966,This Golden Ring,The Fortunes,Rock,55,4,6456,472,10198,3100,12645.0,5437,22843.0,6,0,0,0,0,0,0,1,0,0,0,31,50,1990,7,4,2,5009,2,4,75454
9,1961,"Top Forty, News, Weather And Sports",Mark Dinning,Rock,58,6,6398,413,217,6740,22370.0,4694,22587.0,6,0,0,0,0,0,0,1,0,0,0,36,36,1990,6,3,2,5014,2,4,75454
4,1968,I Can Take Or Leave Your Loving,Herman's Hermits,Rock,658,11,1954,51,14396,2702,8119.0,6005,22515.0,6,0,0,0,0,0,0,1,0,0,0,187,187,1990,8,4,3,5017,2,4,75454
7,1959,The Enchanted Sea,The Islanders,Rock,751,13,1594,1101,1454,5108,21024.0,4777,22478.0,6,0,0,0,0,0,0,1,0,0,0,13,13,1990,6,3,2,5020,2,4,75454
8,1960,Kissin' And Twistin',Fabian,Rock,12,2,7586,164,286,6541,22177.0,4706,22463.0,6,0,0,0,0,0,0,1,0,0,0,94,94,1990,6,3,2,5023,2,4,75454
5,1961,Nag,The Halos,Rock,554,11,2400,1269,5550,3733,16889.0,5038,22439.0,-1,0,0,0,0,0,0,0,0,0,0,11,11,1990,7,4,2,5027,2,4,75454
4,1966,On This Side Of Goodbye,The Righteous Brothers,Rock,255,6,4380,101,9739,3160,12699.0,5434,22438.0,6,0,0,0,0,0,0,1,0,0,0,130,164,1990,7,4,2,5028,2,4,75454
9,1965,This Sporting Life,Ian Whitcomb And Bluesville,Rock,1,1,8400,1038,220,6726,22189.0,4704,22409.0,-1,0,0,0,0,0,0,0,0,0,0,14,14,1990,6,3,2,5029,2,4,75454
6,1962,"Twist, Twist Senora",Gary U.S. Bonds,Rock,776,10,1518,298,2535,4531,19873.0,4838,22408.0,6,0,0,0,0,0,0,1,0,0,0,52,92,1990,6,3,2,5030,2,4,75454
4,1963,Wonderful! Wonderful!,The Tymes,Rock,788,11,1475,287,8937,3259,13455.0,5368,22392.0,6,0,0,0,0,0,0,1,0,0,0,53,74,1990,7,4,2,5031,2,4,75454
7,1958,Over The Weekend,The Playboys,Rock,136,6,5482,1709,743,5767,21619.0,4742,22362.0,6,0,0,0,0,0,0,1,0,0,0,6,6,1990,6,3,2,5035,2,4,75454
5,1958,The All American Boy,Bill Parsons,Rock,1219,16,260,945,4263,3988,18099.0,4950,22362.0,6,0,0,0,0,0,0,1,0,0,0,16,16,1990,6,3,2,5036,2,4,75454
3,1968,"Season Of The Witch, Pt. 1",Vanilla Fudge,Rock,95,3,5916,917,20854,2327,1463.0,7683,22317.0,6,0,0,0,0,0,0,1,0,0,0,16,16,1990,10,5,3,5039,2,4,75454
6,1966,Stop!,The Moody Blues,Rock,3,1,8197,308,2587,4520,19712.0,4845,22299.0,-1,0,0,0,0,0,0,0,0,0,0,50,215,1990,6,3,2,5044,2,4,75454
7,1966,The Big Hurt,Del Shannon,Rock,13,2,7572,102,1272,5247,21018.0,4778,22290.0,6,0,0,0,0,0,0,1,0,0,0,130,142,1990,6,3,2,5046,2,4,75454
9,1966,Dum-De-Da,Bobby Vinton,Rock,309,6,3947,15,81,7308,22144.0,4709,22225.0,6,0,0,0,0,0,0,1,0,0,0,291,369,1990,6,3,2,5050,2,4,75454
6,1963,"My One And Only, Jimmy Boy",The Girlfriends,Rock,277,7,4215,1643,3440,4211,18748.0,4901,22188.0,6,0,0,0,0,0,0,1,0,0,0,7,7,1990,6,3,2,5052,2,4,75454
5,1961,The Majestic,Dion,Rock,306,8,3974,59,4952,3837,17133.0,5011,22085.0,6,0,0,0,0,0,0,1,0,0,0,175,180,1990,6,4,2,5060,2,4,75454
8,1968,In The Midnight Hour,The Mirettes,Rock,324,7,3819,1613,518,6067,21545.0,4747,22063.0,6,0,0,0,0,0,0,1,0,0,0,7,7,1990,6,3,2,5062,2,4,75454
5,1968,Too Much Talk,Paul Revere & The Raiders Featuring Mark Lindsay,Rock,533,8,2493,104,3476,4199,18585.0,4913,22061.0,6,0,0,0,0,0,0,1,0,0,0,129,129,1990,6,3,2,5063,2,4,75454
8,1969,I'll Hold Out My Hand,The Clique,Rock,291,7,4104,794,582,5974,21469.0,4756,22051.0,6,0,0,0,0,0,0,1,0,0,0,19,19,1990,6,3,2,5065,2,4,75454
5,1964,Let's Lock The Door (And Throw Away The Key),Jay & The Americans,Rock,679,10,1870,69,6726,3529,15320.0,5177,22046.0,6,0,0,0,0,0,0,1,0,0,0,165,165,1990,7,4,2,5066,2,4,75454
9,1967,I Could Be So Happy,The Magnificent Men,Rock,8,1,7810,2146,53,7495,21972.0,4718,22025.0,6,0,0,0,0,0,0,1,0,0,0,3,3,1990,6,3,2,5067,2,4,75454
6,1965,Attack,The Toys,Rock,570,9,2308,474,2317,4635,19641.0,4849,21958.0,6,0,0,0,0,0,0,1,0,0,0,31,31,1990,6,3,2,5071,2,4,75454
6,1959,There's A Girl,Jan & Dean,Rock,9,3,7790,53,2516,4541,19422.0,4858,21938.0,6,0,0,0,0,0,0,1,0,0,0,186,186,1990,6,3,2,5073,2,4,75454
4,1966,Batman Theme,The Marketts,Rock,541,9,2455,330,16977,2538,4929.0,6609,21906.0,6,0,0,0,0,0,0,1,0,0,0,46,46,1990,8,4,3,5075,2,4,75454
4,1968,Bella Linda,The Grass Roots,Rock,418,9,3151,107,15291,2640,6589.0,6278,21880.0,6,0,0,0,0,0,0,1,0,0,0,128,207,1990,8,4,3,5077,2,4,75454
10,1960,I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,Rock,32,3,6886,2087,0,8235,21877.0,4727,21877.0,-1,0,0,0,0,0,0,0,0,0,0,3,3,1990,6,3,2,5078,2,4,75454
4,1959,Thank You Pretty Baby,Brook Benton,Rock,920,14,982,5,8244,3340,13607.0,5347,21851.0,6,0,0,0,0,0,0,1,0,0,0,365,370,1990,7,4,2,5080,2,4,75454
5,1964,I Can't Stop,The Honeycombs,Rock,296,7,4057,761,5601,3721,16239.0,5100,21840.0,6,0,0,0,0,0,0,1,0,0,0,20,20,1990,7,4,2,5081,2,4,75454
5,1962,If A Man Answers,Bobby Darin,Rock,403,8,3244,8,4686,3899,17118.0,5013,21804.0,6,0,0,0,0,0,0,1,0,0,0,326,334,1990,6,4,2,5085,2,4,75454
5,1967,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,Rock,227,6,4628,450,7525,3428,14247.0,5268,21772.0,6,0,0,0,0,0,0,1,0,0,0,33,33,1990,7,4,2,5087,2,4,75454
5,1958,La-Do-Dada,Dale Hawkins,Rock,486,12,2734,630,5249,3781,16453.0,5080,21702.0,6,0,0,0,0,0,0,1,0,0,0,23,23,1990,7,4,2,5089,2,4,75454
4,1958,Ginger Bread,Frankie Avalon,Rock,770,11,1532,47,13061,2806,8628.0,5925,21689.0,6,0,0,0,0,0,0,1,0,0,0,194,205,1990,8,4,3,5091,2,4,75454
5,1960,Kommotion,Duane Eddy,Rock,94,6,5938,385,7360,3453,14271.0,5266,21631.0,6,0,0,0,0,0,0,1,0,0,0,39,39,1990,7,4,2,5095,2,4,75454
8,1964,Pretend You Don't See Her,Bobby Vee,Rock,4,1,8171,40,440,6203,21183.0,4769,21623.0,6,0,0,0,0,0,0,1,0,0,0,214,214,1990,6,3,2,5096,2,4,75454
4,1967,Love Is A Doggone Good Thing,Eddie Floyd,Rock,4,1,8156,219,14070,2730,7525.0,6114,21595.0,-1,0,0,0,0,0,0,0,0,0,0,72,72,1990,8,4,3,5097,2,4,75454
8,1962,Baby Elephant Walk,The Miniature Men,Rock,31,4,6918,1917,503,6091,20916.0,4784,21419.0,6,0,0,0,0,0,0,1,0,0,0,4,4,1990,6,3,2,5104,2,4,75454
8,1960,Twistin' U.S.A.,Danny & The Juniors,Rock,410,9,3191,617,426,6229,20971.0,4782,21397.0,6,0,0,0,0,0,0,1,0,0,0,29,29,1990,6,3,2,5107,2,4,75454
4,1966,East West,Herman's Hermits,Rock,480,8,2762,51,14334,2709,7040.0,6206,21374.0,6,0,0,0,0,0,0,1,0,0,0,187,187,1990,8,4,3,5110,2,4,75454
8,1963,Two Kind Of Teardrops,Del Shannon,Rock,353,9,3588,102,420,6237,20939.0,4783,21359.0,-1,0,0,0,0,0,0,0,0,0,0,130,142,1990,6,3,2,5112,2,4,75454
4,1965,You'd Better Come Home,Petula Clark,Rock,539,9,2460,71,14992,2664,6353.0,6323,21345.0,6,0,0,0,0,0,0,1,0,0,0,161,190,1990,8,4,3,5113,2,4,75454
7,1962,If You Were A Rock And Roll Record,Freddy Cannon,Rock,128,5,5564,103,964,5522,20313.0,4815,21277.0,6,0,0,0,0,0,0,1,0,0,0,130,130,1990,6,3,2,5114,2,4,75454
4,1965,Nobody Knows What's Goin' On (In My Mind But Me),The Chiffons,Rock,321,9,3843,204,11475,2975,9579.0,5790,21054.0,6,0,0,0,0,0,0,1,0,0,0,76,76,1990,7,4,3,5125,2,4,75454
4,1964,I Don't Wanna Be A Loser,Lesley Gore,Rock,253,5,4404,73,16049,2595,4992.0,6585,21041.0,6,0,0,0,0,0,0,1,0,0,0,157,157,1990,8,4,3,5126,2,4,75454
7,1961,This Is My Story,Mickey & Sylvia,Rock,1,1,8390,884,1029,5466,19938.0,4831,20967.0,6,0,0,0,0,0,0,1,0,0,0,17,17,1990,6,3,2,5128,2,4,75454
4,1963,I Adore Him,The Angels,Rock,418,7,3155,269,10230,3093,10717.0,5654,20947.0,6,0,0,0,0,0,0,1,0,0,0,56,56,1990,7,4,3,5131,2,4,75454
6,1963,"Hello Heartache, Goodbye Love",Little Peggy March,Rock,504,9,2635,382,2926,4387,18009.0,4957,20935.0,6,0,0,0,0,0,0,1,0,0,0,39,39,1990,6,3,2,5132,2,4,75454
6,1961,Jimmy's Girl,Johnny Tillotson,Rock,503,11,2643,27,2576,4524,18285.0,4935,20861.0,6,0,0,0,0,0,0,1,0,0,0,234,234,1990,6,3,2,5135,2,4,75454
5,1965,In The Meantime,Georgie Fame And The Blue Flames,Rock,8,2,7833,891,6768,3520,14088.0,5298,20856.0,6,0,0,0,0,0,0,1,0,0,0,17,17,1990,7,4,2,5137,2,4,75454
5,1960,I Shot Mr. Lee,The Bobbettes,Rock,273,8,4263,720,3780,4105,17062.0,5019,20842.0,6,0,0,0,0,0,0,1,0,0,0,21,21,1990,6,4,2,5139,2,4,75454
10,1964,(It's No) Sin,The Duprees featuring Joey Vann,Rock,83,5,6066,615,0,8315,20802.0,4793,20802.0,-1,0,0,0,0,0,0,0,0,0,0,24,24,1990,6,3,2,5141,2,4,75454
10,1963,The Brightest Smile In Town,Ray Charles and his Orchestra,Rock,15,2,7472,91,0,8250,20799.0,4794,20799.0,-1,0,0,0,0,0,0,0,0,0,0,139,139,1990,6,3,2,5142,2,4,75454
