,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
7063,That's The Only Way,The 4 Seasons,2252,3,7064,115,7117,Rock,
6972,I Can't Go On Livin' Baby Without You,Nino Tempo & April Stevens,2508,2,6973,113,7121,Rock,
1238,It's Now Winters Day,Tommy Roe,21748,11,1239,113,7122,Rock,
844,Alley-Oop,Dante and the Evergreens,23462,13,845,112,7128,Rock,
5573,"Come On, React!",The Fireballs,9154,8,5574,112,7129,Rock,
8323,Two In The Afternoon,"Dino, Desi & Billy",198,1,8324,111,7131,Rock,
7778,Island In The Sky,Troy Shondell,828,1,7779,110,7143,Rock,
5279,Love Is A 5-Letter Word,James Phelps,10650,7,5280,109,7147,Rock,
5917,Melody For An Unknown Girl,The Unknowns,7272,4,5918,108,7149,Rock,
7431,Down The Aisle,Ike Clanton,1480,2,7432,107,7151,Rock,
8366,Itchy Twitchy Feeling,The Swallows,100,1,8367,106,7156,Rock,
2738,There's Got To Be A Word!,The Innocence,17772,8,2739,106,7162,Rock,
6492,Petticoat White (Summer Sky Blue),Bobby Vinton,4340,3,6493,106,7163,Rock,
1591,Don't Try To Lay No Boogie Woogie On The King Of Rock & Roll,CROW,20544,9,1592,105,7168,Rock,
5973,"Barbara, I Love You",New Colony Six,6994,5,5974,103,7175,Rock,
4700,Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,12814,6,4701,103,7176,Rock,
8074,Shoes,Brook Benton With The Dixie Flyers,480,1,8075,103,7178,Rock,
5982,Gonna Send You Back To Walker (Gonna Send You Back To Georgia),The Animals,6936,3,5983,102,7180,Rock,
7409,"Someone Loves You, Joe",The Singing Belles,1496,3,7410,102,7181,Rock,
7274,Sally Had A Party,Flavor,1728,5,7275,102,7183,Rock,
588,Peter Rabbit,Dee Jay And The Runaways,24938,11,589,100,7191,Rock,
2788,Early In The Morning,The Rinky-Dinks,17618,9,2789,100,7195,Rock,
6558,Then I'll Count Again,Johnny Tillotson,4090,4,6559,100,7197,Rock,
7977,The Whiffenpoof Song,Bob Crewe,580,2,7978,99,7199,Rock,
6608,I Wanna Be Loved,Dean And Jean,3878,5,6609,99,7201,Rock,
5558,(What A Sad Way) To Love Someone,Ral Donner,9262,7,5559,99,7202,Rock,
7805,Satin Red And Black Velvet Woman,Dave Mason,776,2,7806,99,7204,Rock,
157,Crazy Arms,Bob Beckham,30634,13,158,98,7211,Rock,
3552,Gonna Send You Back To Georgia (A City Slick),Timmy Shaw,16032,7,3553,98,7212,Rock,
2825,"Hey Jean, Hey Dean",Dean And Jean,17552,8,2826,97,7219,Rock,
5689,Brown Paper Bag,Syndicate Of Sound,8542,5,5690,96,7223,Rock,
6199,The Brigade Of Broken Hearts,Paul Evans,5662,4,6200,95,7230,Rock,
5888,A Little Dog Cried,Jimmie Rodgers,7406,4,5889,95,7232,Rock,
7128,Cast Your Fate To The Wind,Steve Alaimo,2058,2,7129,93,7243,Rock,
8054,Golden Gate Park,Rejoice!,480,1,8055,92,7244,Rock,
5585,Night Theme,The Mark II,9104,7,5586,91,7250,Rock,
7488,Harlem Shuffle,The Traits,1316,2,7489,90,7254,Rock,
1205,Lonely Guitar,Annette,21870,11,1206,87,7266,Rock,
7175,It Ain't No Big Thing,Radiants,1936,3,7176,87,7269,Rock,
6604,The World Outside,Roger Williams,3900,3,6605,86,7272,Rock,
7285,Feelings,Barry Mann,1702,3,7286,85,7280,Rock,
7923,Paper Sun,Traffic featuring Stevie Winwood,658,1,7924,84,7282,Rock,
6749,What Little Girl,Frankie Avalon,3296,2,6750,83,7286,Rock,
3520,(You Don't Have To) Paint Me A Picture,Gary Lewis And The Playboys,16078,8,3521,83,7289,Rock,
7371,So Much Love,Steve Alaimo,1572,2,7372,83,7291,Rock,
7736,No One Knows,Every Mothers' Son,876,3,7737,83,7292,Rock,
7206,You're The Reason,Joe South,1876,2,7207,83,7294,Rock,
4622,"Blah, Blah, Blah",Nicola Paone,13068,7,4623,82,7298,Rock,
5042,Tears,Bobby Vinton,11484,5,5043,82,7300,Rock,
6958,Going Back To Louisiana,Bruce Channel,2554,3,6959,81,7302,Rock,
4283,Gazachstahagen,The Wild-Cats,14066,8,4284,81,7307,Rock,
4127,Dum-De-Da,Bobby Vinton,14520,6,4128,81,7308,Rock,
7258,Steps 1 And 2,Jack Scott,1782,3,7259,81,7310,Rock,
7747,Run To My Lovin' Arms,Lenny Welch,868,2,7748,80,7313,Rock,
2416,Where Will The Words Come From,Gary Lewis And The Playboys,18428,9,2417,79,7316,Rock,
7888,Wednesday,The Royal Guardsmen,682,2,7889,79,7318,Rock,
5819,Hully Gully Again,Little Caesar and The Romans,7804,4,5820,78,7322,Rock,
2875,Our Anniversary,Shep And The Limelites,17446,8,2876,77,7327,Rock,
2254,Moments,Jennell Hawkins,18822,8,2255,77,7331,Rock,
4084,The Loser (With A Broken Heart),Gary Lewis And The Playboys,14680,6,4085,76,7338,Rock,
5922,Right Relations,Johnny Rivers,7228,3,5923,76,7339,Rock,
2477,Shout - Part I,Joey Dee & the Starliters,18314,12,2478,76,7340,Rock,
3898,Cry,The Knightsbridge Strings,15240,7,3899,75,7345,Rock,
4988,Back Door Man,Derek,11754,6,4989,73,7355,Rock,
5162,Darling Take Me Back,Lenny Welch,11050,6,5163,73,7356,Rock,
7745,If You've Got A Heart,Bobby Bland,868,2,7746,72,7364,Rock,
6834,Anything You Choose,Spanky And Our Gang,3004,3,6835,72,7366,Rock,
4648,Impossible Mission (Mission Impossible),Soul Survivors,13006,6,4649,71,7368,Rock,
5446,A Star Is Born (A Love Has Died),Mark Dinning,9814,6,5447,70,7374,Rock,
7326,Oh! What It Seemed To Be,The Castells,1654,2,7327,70,7375,Rock,
6807,I'll Be Seeing You,Poni-Tails,3114,3,6808,70,7376,Rock,
3960,Peanuts,Rick And The Keens,15046,8,3961,68,7386,Rock,
1700,Daisy Petal Pickin',Jimmy Gilmer And The Fireballs,20244,11,1701,68,7387,Rock,
1642,Born Free,The Hesitations,20410,10,1643,67,7392,Rock,
5810,...And Then There Were Drums,Sandy Nelson,7858,4,5811,67,7394,Rock,
6962,You Are My Sunshine,Mitch Ryder,2546,3,6963,66,7403,Rock,
6861,All My Trials,Dick and DeeDee,2888,3,6862,65,7407,Rock,
5914,The Loser,The Skyliners,7286,5,5915,65,7413,Rock,
5007,I'll Be Seeing You,Tommy Sands,11642,5,5008,64,7421,Rock,
7241,You Don't Have To Say You Love Me,The Four Sonics,1812,2,7242,64,7424,Rock,
3672,Smile,Betty Everett & Jerry Butler,15778,7,3673,63,7425,Rock,
5466,It's Gotta Last Forever,Billy J. Kramer With The Dakotas,9736,5,5467,62,7431,Rock,
5928,Because You're Young,Jimmie Rodgers,7208,5,5929,61,7436,Rock,
6031,Jo-Jo The Dog-Faced Boy,Annette,6664,4,6032,61,7438,Rock,
6619,I Kneel At Your Throne,Joe Medlin,3830,4,6620,61,7439,Rock,
4371,Exclusively Yours,"Carl Dobkins, Jr.",13806,8,4372,61,7440,Rock,
7152,Mr. Bus Driver,Bruce Channel,1980,2,7153,59,7454,Rock,
1458,(Do The New) Continental,The Dovells,20974,10,1459,59,7457,Rock,
7607,Stop Monkeyin' Aroun',The Dovells,1138,2,7608,58,7459,Rock,
2988,Slow Twistin',Chubby Checker (with Dee Dee Sharp),17158,14,2989,57,7464,Rock,
1919,Ambrose (Part Five),Linda Laurie,19656,9,1920,57,7465,Rock,
7158,Dedicated (To The Songs I Love),The 3 Friends,1978,2,7159,56,7468,Rock,
5835,Stop! - Get A Ticket,Clefs Of Lavender Hill,7702,6,5836,55,7476,Rock,
7701,Kansas City (Hey-Hey-Hey-Hey),Little Richard,958,2,7702,55,7478,Rock,
6627,Pin The Tail On The Donkey,Paul Peek,3798,5,6628,55,7481,Rock,
4349,The Whistling Organ,Dave 'Baby' Cortez,13874,8,4350,55,7482,Rock,
6625,A Happy Guy,Rick Nelson,3810,4,6626,53,7491,Rock,
1197,Pineapple Princess,Annette With The Afterbeats,21904,14,1198,53,7493,Rock,
1422,It's Only The Beginning,The Kalin Twins,21118,10,1423,53,7494,Rock,
7844,I Could Be So Happy,The Magnificent Men,744,1,7845,53,7495,Rock,
6258,Got To Believe In Love,Robin McNamara,5406,5,6259,52,7500,Rock,
3428,Two Different Worlds,Lenny Welch,16256,8,3429,52,7503,Rock,
6755,Real Live Girl,Steve Alaimo,3276,2,6756,52,7506,Rock,
5657,Amy,Paul Petersen,8722,4,5658,51,7509,Rock,
6735,Just Seventeen,The Raiders,3360,3,6736,51,7510,Rock,
2244,Apple Of My Eye,Roy Head And The Traits,18850,8,2245,51,7512,Rock,
6821,Groovin' With Mr. Bloe,Cool Heat,3046,3,6822,50,7518,Rock,
5115,B'wa Nina (Pretty Girl),The Tokens,11242,5,5116,49,7524,Rock,
5980,If I'm A Fool For Loving You,Bobby Wood,6938,5,5981,49,7525,Rock,
7298,If Love Is In Your Heart,Friend And Lover,1678,2,7299,49,7527,Rock,
5681,Gotta Lotta Love,Steve Alaimo,8598,6,5682,48,7531,Rock,
3337,Three Steps From The Altar,Shep And The Limelites,16412,10,3338,47,7538,Rock,
3720,The Wreck Of The John B,Jimmie Rodgers,15654,9,3721,46,7545,Rock,
6801,"The 2,000 Pound Bee (Part 2)",The Ventures,3128,4,6802,45,7548,Rock,
3103,You Don't Love Me Anymore (And I Can Tell),Rick Nelson,16892,7,3104,45,7550,Rock,
4344,My Bonnie (My Bonnie Lies Over The Ocean),The Beatles With Tony Sheridan,13892,6,4345,44,7554,Rock,
5126,Happy Weekend,Dave Baby Cortez,11176,7,5127,44,7556,Rock,
6479,Joe Joe Gunne,Chuck Berry,4388,5,6480,43,7564,Rock,
5918,Gypsy Queen - Part 1,Gypsy,7266,4,5919,43,7569,Rock,
6037,Groovin' (Out On Life),The Newbeats,6640,5,6038,42,7574,Rock,
2618,Young Wings Can Fly (Higher Than You Know),Ruby And The Romantics,18044,8,2619,42,7576,Rock,
3515,(When She Needs Good Lovin') She Comes To Me,The Chicago Loop,16086,7,3516,42,7577,Rock,
6452,Sweet And Lovely,April Stevens & Nino Tempo,4566,4,6453,42,7578,Rock,
150,Look Homeward Angel,The Monarchs,30738,13,151,41,7586,Rock,
6030,Hey You! Little Boo-Ga-Loo,Chubby Checker,6664,5,6031,41,7587,Rock,
6179,A Girl Has To Know,The G-Clefs,5778,5,6180,40,7593,Rock,
7600,Never Get Enough Of Your Love,"Oscar Toney, Jr.",1140,2,7601,40,7599,Rock,
3302,Change Of Heart,Dennis Yost And The Classics IV,16466,7,3303,39,7604,Rock,
5946,The Prophecy Of Daniel and John The Divine (Six-Six-Six),The Cowsills,7110,4,5947,38,7607,Rock,
8335,"Baby, You're Driving Me Crazy",Joey Dee,100,1,8336,36,7634,Rock,
619,Rinky Dink,Baby Cortez,24744,14,620,36,7635,Rock,
834,I'm Gonna' Be Warm This Winter,Connie Francis,23496,11,835,35,7638,Rock,
7220,Down By The River,The Brooklyn Bridge,1820,2,7221,34,7648,Rock,
7642,Shake Hands And Walk Away Cryin',Lou Christie,1050,2,7643,34,7655,Rock,
6246,The Teaser,Bob Kuban And The In-Men,5466,3,6247,33,7658,Rock,
6835,One Woman,Johnny Rivers,3000,4,6836,33,7662,Rock,
7703,Red Roses For Mom,Bobby Vinton,958,2,7704,32,7671,Rock,
4197,Hum A Song (From Your Heart),Lulu with The Dixie Flyers,14316,6,4198,32,7673,Rock,
4858,Love Me As I Love You,George Maharis,12240,6,4859,31,7678,Rock,
8098,Oo-La-La-Limbo,Danny & The Juniors,396,2,8099,31,7680,Rock,
4451,Baby Make Your Own Sweet Music,Jay And The Techniques,13600,8,4452,31,7681,Rock,
2359,(My Girl) Sloopy,Little Caesar And The Consuls,18584,8,2360,30,7683,Rock,
4679,Your Teenage Dreams,Johnny Mathis,12888,7,4680,29,7696,Rock,
4718,Can I Trust You?,The Bachelors,12722,6,4719,29,7697,Rock,
6192,Happiness,Shades Of Blue,5688,4,6193,29,7701,Rock,
3165,The Three Bells (The Jimmy Brown Story),Dick Flood,16758,8,3166,28,7706,Rock,
7399,Good Morning Freedom,Daybreak,1526,3,7400,28,7710,Rock,
4085,(Dance The) Mess Around,Chubby Checker,14676,7,4086,27,7717,Rock,
8324,Vaquero (Cowboy),The Fireballs,198,1,8325,27,7719,Rock,
5120,Ready For Your Love,Shep And The Limelites,11204,5,5121,27,7723,Rock,
5137,I Know You Better Than That,Bobby Goldsboro,11136,5,5138,26,7728,Rock,
6987,Potato Peeler,Bobby Gregg and His Friends,2466,4,6988,26,7729,Rock,
5944,Just Yesterday,Jack Jones,7114,5,5945,26,7730,Rock,
7085,That's How It Goes,George Maharis,2190,3,7086,26,7733,Rock,
2159,Flying Circle,Frank Slay And His Orchestra,19024,9,2160,25,7737,Rock,
2102,Just Come Home,Hugo & Luigi,19174,9,2103,25,7739,Rock,
6662,"Bells, Bells, Bells (The Bell Song)",Billy & Lillie,3684,6,6663,25,7742,Rock,
4977,Laudy Miss Claudy,The Buckinghams,11772,6,4978,25,7746,Rock,
7882,Mississippi Mama,Owen B.,682,2,7883,25,7748,Rock,
5698,Mr. Happiness,Johnny Maestro with The Coeds,8478,5,5699,25,7752,Rock,
7754,Little Star,Bobby Callender,864,2,7755,24,7753,Rock,
4436,With Pen In Hand,Billy Vera,13640,6,4437,24,7756,Rock,
7417,Hang On Sloopy,The Lettermen,1488,2,7418,24,7757,Rock,
6498,Organ Shout,Dave Baby Cortez,4328,3,6499,24,7762,Rock,
7343,Mashed Potatoes (Part 1),Steve Alaimo,1620,1,7344,23,7773,Rock,
2466,What'd I Say (Part 1),Bobby Darin,18344,8,2467,23,7774,Rock,
5307,The Funniest Thing,Dennis Yost And The Classics IV,10516,5,5308,23,7778,Rock,
7262,The Dartell Stomp,The Mustangs,1756,3,7263,23,7781,Rock,
7199,Father Come On Home,Pacific Gas And Electric,1884,3,7200,22,7786,Rock,
5618,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,8890,5,5619,22,7788,Rock,
5785,The Cheer Leader,Paul Petersen,7988,7,5786,22,7794,Rock,
7046,Hold Me,The Baskerville Hounds,2288,2,7047,22,7795,Rock,
7726,Remember Baby,Shep And The Limelites,910,1,7727,21,7801,Rock,
3891,She Wants T' Swim,Chubby Checker,15284,7,3892,21,7803,Rock,
3160,Drip Drop,Dion Di Muci,16760,11,3161,20,7807,Rock,
2411,Midnight,Dennis Yost And The Classics IV,18436,8,2412,20,7810,Rock,
6591,La Bomba,The Tokens,3968,5,6592,20,7812,Rock,
6634,Inky Dinky Spider (The Spider Song),The Kids Next Door,3786,3,6635,20,7813,Rock,
270,You Keep Me Hangin' On,The Vanilla Fudge,28212,17,271,20,7817,Rock,
7853,Pocketful Of Rainbows,Deane Hawley,744,1,7854,19,7823,Rock,
2858,National City,"Joiner, Arkansas Junior High School Band",17474,8,2859,19,7824,Rock,
4075,Cloudy Summer Afternoon (Raindrops),Barry McGuire,14710,7,4076,18,7833,Rock,
995,Swinging On A Star,Big Dee Irwin (with Little Eva),22700,10,996,18,7836,Rock,
4024,Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,14854,6,4025,18,7838,Rock,
1958,Seein' The Right Love Go Wrong,Jack Jones,19538,9,1959,18,7840,Rock,
5895,But For Love,Jerry Naylor,7372,4,5896,17,7854,Rock,
5089,Jingle Bell Rock,Bobby Rydell/Chubby Checker,11338,7,5090,16,7857,Rock,
372,"Hide & Go Seek, Part I",Bunker Hill,26760,13,373,16,7858,Rock,
6850,A Cross Stands Alone,Jimmy Witter,2926,4,6851,16,7861,Rock,
6136,Be My Girl,The Four-Evers,6034,4,6137,16,7862,Rock,
5628,Out Of Sight - Out Of Mind,Sunny & The Sunliners,8852,5,5629,16,7863,Rock,
4080,You'll Never Walk Alone,The Brooklyn Bridge,14694,6,4081,16,7871,Rock,
7482,She's With Her Other Love,Leon Hayward,1320,3,7483,16,7874,Rock,
2378,Explosion (In Your Soul),Soul Survivors,18526,8,2379,16,7877,Rock,
1038,(I've Got) Bonnie,Bobby Rydell,22518,11,1039,16,7879,Rock,
3496,Pink Dominos,The Crescents Featuring Chiyo,16106,10,3497,15,7884,Rock,
6564,Love Minus Zero-No Limit,Turley Richards,4078,3,6565,15,7885,Rock,
6502,Banjo Boy,Dorothy Collins,4310,3,6503,15,7889,Rock,
310,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,27602,13,311,14,7892,Rock,
6265,(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee,5358,5,6266,14,7898,Rock,
348,Don't It Make You Want To Go Home,Joe South and The Believers,27116,12,349,14,7906,Rock,
3989,Ain't Gonna Tell Anybody,Jimmy Gilmer And The Fireballs,14944,7,3990,14,7908,Rock,
1546,Baciare Baciare (Kissing Kissing),Dorothy Collins,20662,10,1547,13,7911,Rock,
2859,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,17466,8,2860,13,7912,Rock,
6944,Kissin Game,Dion,2584,3,6945,13,7914,Rock,
2297,Peaches N Cream,The Ikettes,18712,8,2298,13,7923,Rock,
4984,I Love An Angel,Little Bill and The Bluenotes,11762,6,4985,13,7924,Rock,
6597,You Don't Need Me For Anything Anymore,Brenda Lee,3936,3,6598,12,7927,Rock,
5732,Them Changes,Buddy Miles & The Freedom Express,8302,6,5733,12,7928,Rock,
1394,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,21210,12,1395,12,7933,Rock,
1865,Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,19788,9,1866,12,7936,Rock,
707,The Madison,Al Brown's Tunetoppers featuring Cookie Brown,24138,12,708,12,7938,Rock,
6539,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",Jan & Dean,4150,3,6540,11,7943,Rock,
7940,Day Is Done,Brooklyn Bridge,588,2,7941,11,7946,Rock,
6522,The Thought Of Loving You,The Crystal Mansion,4194,5,6523,11,7947,Rock,
6636,The Court Of The Crimson King - Part 1,King Crimson,3780,3,6637,11,7955,Rock,
6279,Mornin Mornin,Bobby Goldsboro,5286,5,6280,10,7956,Rock,
5695,Baby Has Gone Bye Bye,George Maharis,8502,5,5696,10,7968,Rock,
6617,The Dodo,Jumpin' Gene Simmons,3844,3,6618,9,7976,Rock,
6476,Happy Shades Of Blue,Freddie Cannon,4392,5,6477,9,7978,Rock,
7812,Hi Hi Hazel,Gary And The Hornets,774,2,7813,9,7980,Rock,
2751,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,17726,8,2752,8,7985,Rock,
5248,Rebel-'Rouser,Duane Eddy His Twangy Guitar And The Rebels,10758,8,5249,8,7987,Rock,
8086,You Keep Me Hangin' On/Hurt So Bad,Jackie DeShannon,480,1,8087,8,7989,Rock,
4766,Too Pooped To Pop (Casey),Chuck Berry,12552,6,4767,8,7990,Rock,
7559,Senza Mamma (With No One),Connie Francis,1218,1,7560,8,7992,Rock,
7608,What Did Daddy Do,Shep And The Limelites,1138,2,7609,8,7994,Rock,
4598,Bony Moronie,The Appalachians,13142,8,4599,8,7999,Rock,
6570,(The Clickity Clack Song) Four Little Heels,Brian Hyland,4052,3,6571,7,8010,Rock,
8211,Happy And Me,Don And The Goodtimes,294,1,8212,7,8015,Rock,
7459,Furry Murray,The Tradewinds,1390,2,7460,7,8017,Rock,
3692,Don't It Make You Want To Go Home,Brook Benton With The Dixie Flyers,15736,7,3693,5,8042,Rock,
6642,(You've Got) Personality And Chantilly Lace,Mitch Ryder,3754,4,6643,5,8043,Rock,
8279,I'm Confessin' (That I Love You),Nino Tempo & April Stevens,198,1,8280,5,8045,Rock,
2795,Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,17598,8,2796,5,8048,Rock,
4753,Yea - Yea (Class Cutter),Dale Hawkins,12584,6,4754,5,8050,Rock,
4838,Apache '65,The Arrows Featuring Davie Allan,12294,7,4839,4,8057,Rock,
1561,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,20630,12,1562,4,8059,Rock,
5702,Where Is My Mind,The Vanilla Fudge,8472,6,5703,4,8070,Rock,
1570,Rockin' Crickets,Hot-Toddys featuring Bill Pennell,20612,11,1571,4,8071,Rock,
4185,Ronnie,The 4 Seasons Featuring the Sound of Frankie Valli,14334,10,4186,3,8078,Rock,
1576,Like I Love You,Edd Byrnes and Friend,20598,9,1577,3,8080,Rock,
7485,Dream Boy,Annette With The Afterbeats,1318,2,7486,3,8088,Rock,
4392,Save It For Me,The 4 Seasons Featuring the Sound of Frankie Valli,13760,8,4393,3,8090,Rock,
4467,Opus 17 (Don't You Worry 'Bout Me),The 4 Seasons Featuring the Sound of Frankie Valli,13564,8,4468,3,8099,Rock,
2114,Yep!,Duane Eddy His Twangy Guitar And The Rebels,19140,9,2115,3,8105,Rock,
7672,Laugh,The Velvets featuring Virgil Johnson,990,1,7673,3,8106,Rock,
7776,I Don't Know What You've Got But It's Got Me - Part I,Little Richard,828,1,7777,2,8108,Rock,
7793,I'm Into Lookin' For Someone To Love Me,Bobby Vee,786,3,7794,2,8109,Rock,
871,Look What They've Done To My Song Ma,The New Seekers featuring Eve Graham,23312,12,872,2,8110,Rock,
5860,Johnny B. Goode,Dion Di Muci,7548,4,5861,2,8114,Rock,
6715,Yes - Sir - ee,Dodie Stevens,3452,3,6716,2,8121,Rock,
5069,Truck Stop,Jerry Smith and his Pianos,11406,7,5070,2,8131,Rock,
8183,Someday (When I'm Gone From You),Bobby Vee and The Crickets,298,2,8184,2,8134,Rock,
3903,Working My Way Back To You,The 4 Seasons Featuring the Sound of Frankie Valli,15224,9,3904,2,8138,Rock,
5526,She's Ready,Spiral Starecase Featuring: Pat Upton,9374,6,5527,1,8142,Rock,
3203,Do The Clam,"Elvis Presley With The Jordanaires, Jubilee Four & Carol Lombard Trio",16686,8,3204,1,8144,Rock,
4524,Maybe Just Today,Bobby Vee And The Strangers,13396,6,4525,1,8146,Rock,
3061,Why Don't You Believe Me,The Duprees featuring Joey Vann,16966,7,3062,1,8153,Rock,
4665,Big Man In Town,The 4 Seasons Featuring the Sound of Frankie Valli,12938,7,4666,1,8157,Rock,
5174,Rag Doll,The 4 Seasons Featuring the Sound of Frankie Valli,11004,12,5175,1,8159,Rock,
6906,Montage From How Sweet It Is (I Know That You Know),The Love Generation,2706,3,6907,1,8160,Rock,
912,Look For A Star - Part I,Garry Mills,23096,11,913,1,8161,Rock,
4744,"Midnight Special, Part 1",Jimmy Smith,12630,8,4745,1,8163,Rock,
2986,Beggin',The 4 Seasons Featuring the Sound of Frankie Valli,17162,9,2987,1,8164,Rock,
4405,Ebb Tide,The Platters Featuring Tony Williams,13732,6,4406,1,8165,Rock,
3770,American Woman/No Sugar Tonight,The Guess Who,15560,15,3771,1,8166,Rock,
2831,Up -- Up And Away,The 5th Dimension,17540,12,2832,1,8172,Rock,
3681,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,15762,11,3682,1,8173,Rock,
5544,Memory Lane,The Hippies (Formerly The Tams),9308,5,5545,1,8176,Rock,
7358,Four By The Beatles,The Beatles,1604,3,7359,1,8177,Rock,
6862,Comin' Home,Delaney & Bonnie & Friends/Eric Clapton,2888,3,6863,1,8178,Rock,
8051,Gator Tails And Monkey Ribs,The Spats Featuring Dick Johnson,480,1,8052,1,8186,Rock,
5429,4 - By The Beatles,The Beatles,9926,5,5430,1,8193,Rock,
3478,Sax Fifth Avenue,Johnny Beecher and his Buckingham Road Quintet,16146,8,3479,1,8194,Rock,
4881,What'd I Say,Elvis Presley With The Jubilee Four And Carole Lombard Quartet,12156,6,4882,1,8195,Rock,
6840,You Can't Be True Dear,The Mary Kaye Trio,2976,3,6841,1,8196,Rock,
3519,Donna The Prima Donna,Dion (Di Muci),16080,11,3520,1,8199,Rock,
1411,Roses Are Red My Love,The You Know Who Group!,21154,9,1412,1,8200,Rock,
4527,Up Around The Bend/Run Through The Jungle,Creedence Clearwater Revival,13386,11,4528,1,8208,Rock,
4139,Lookin' Out My Back Door/Long As I Can See The Light,Creedence Clearwater Revival,14478,13,4140,1,8209,Rock,
