,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
6593,The Shape I'm In,Johnny Restivo,3966,3,6594,7544,3422,Rock,
3640,I Must Be Seeing Things,Gene Pitney,15850,7,3641,7542,3423,Rock,
5274,The Climb,The Kingsmen,10668,6,5275,7541,3424,Rock,
4291,"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians,14026,6,4292,7525,3428,Rock,
219,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,29230,14,220,7521,3429,Rock,
943,The Joker Went Wild,Brian Hyland,22942,11,944,7513,3431,Rock,
1797,Love Came To Me,Dion,19988,11,1798,7483,3438,Rock,
2590,(I Wanna) Love My Life Away,Gene Pitney,18090,8,2591,7421,3444,Rock,
4133,Love (Can Make You Happy),Mercy,14504,13,4134,7415,3445,Rock,
4713,That Same Old Feeling,The Fortunes,12750,8,4714,7384,3450,Rock,
3026,The Weight,Jackie DeShannon,17072,8,3027,7368,3451,Rock,
5798,Kommotion,Duane Eddy,7932,6,5799,7360,3453,Rock,
6904,Dynamite Woman,Sir Douglas Quintet,2712,2,6905,7298,3457,Rock,
324,Tragedy,Thomas Wayne With the Delons,27378,19,325,7296,3459,Rock,
7465,I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,1360,1,7466,7278,3462,Rock,
610,Joanne,Michael Nesmith & The First National Band,24812,12,611,7256,3463,Rock,
1086,Take Me Back,Little Anthony And The Imperials,22308,11,1087,7219,3468,Rock,
1763,It's Up To You,Rick Nelson,20076,12,1764,7218,3469,Rock,
194,Diamonds And Pearls,The Paradons,29864,16,195,7185,3472,Rock,
629,Cherry Pie,Skip And Flip,24692,15,630,7165,3475,Rock,
1583,Lover's Island,The Blue Jays,20588,9,1584,7130,3481,Rock,
5662,Purple Haze,Dion,8712,4,5663,7106,3483,Rock,
561,Will You Be Staying After Sunday,The Peppermint Rainbow,25096,14,562,7096,3484,Rock,
2798,Mighty Quinn (Quinn The Eskimo),Manfred Mann,17590,11,2799,7077,3486,Rock,
3276,Earth Angel,Johnny Tillotson,16514,7,3277,7053,3489,Rock,
2679,The Mummy,Bob McFadden And Dor,17936,8,2680,7051,3490,Rock,
5004,Ain't That Just Like Me,The Searchers,11662,6,5005,7032,3493,Rock,
2393,Please Don't Stop Loving Me,Elvis Presley,18486,8,2394,7007,3496,Rock,
490,Peanut Butter,The Marathons,25598,12,491,7000,3498,Rock,
6406,Muskrat,The Everly Brothers,4736,4,6407,6995,3500,Rock,
3601,Stayin' In,Bobby Vee,15930,7,3602,6984,3502,Rock,
969,"You, I",The Rugbys,22828,11,970,6981,3503,Rock,
4408,Who Am I,Petula Clark,13722,7,4409,6914,3510,Rock,
7048,Maybe Tonight,The Shirelles,2288,2,7049,6861,3514,Rock,
8264,Bachelor Boy,Cliff Richard And The Shadows,198,1,8265,6803,3516,Rock,
7803,In The Meantime,Georgie Fame And The Blue Flames,776,2,7804,6768,3520,Rock,
7920,Midnighter,The Champs,658,1,7921,6765,3521,Rock,
457,"No Other Arms, No Other Lips",The Chordettes,25862,11,458,6731,3526,Rock,
2992,Let's Lock The Door (And Throw Away The Key),Jay & The Americans,17154,10,2993,6726,3529,Rock,
8364,If You Can't Rock Me,Ricky Nelson,100,1,8365,6685,3532,Rock,
5751,Little Bitty Pretty One,Frankie Lymon,8198,4,5752,6683,3533,Rock,
3077,Walkin' With My Angel,Bobby Vee,16934,9,3078,6677,3534,Rock,
3187,This Little Girl,Dion,16724,8,3188,6669,3537,Rock,
364,Dear Lady Twist,Gary U.S. Bonds,26916,16,365,6655,3540,Rock,
41,What's Easy For Two Is So Hard For One,Mary Wells,37096,17,42,6652,3541,Rock,
3765,Birdland,Chubby Checker,15572,9,3766,6644,3543,Rock,
3930,Ju Ju Hand,Sam The Sham and the Pharaohs,15154,7,3931,6637,3544,Rock,
3167,Candy Girl,The 4 Seasons,16754,13,3168,6634,3545,Rock,
6530,Maggie,Redbone,4184,4,6531,6629,3546,Rock,
3364,Lovin' Things,The Grass Roots,16370,7,3365,6602,3550,Rock,
3450,Everybody Knows (I Still Love You),The Dave Clark Five,16208,8,3451,6592,3551,Rock,
3722,Honolulu Lulu,Jan & Dean,15648,10,3723,6574,3556,Rock,
6070,Fire Of Love,Jody Reynolds,6506,5,6071,6570,3557,Rock,
3316,Let's Give Adam And Eve Another Chance,Gary Puckett And The Union Gap,16446,7,3317,6563,3558,Rock,
7166,Respect,The Rationals,1968,3,7167,6561,3560,Rock,
4181,Think Of The Good Times,Jay & The Americans,14344,8,4182,6514,3569,Rock,
3778,Mame,Bobby Darin,15546,7,3779,6513,3570,Rock,
235,I Love You,People,28960,18,236,6489,3571,Rock,
1506,Some Kinda Fun,Chris Montez,20838,9,1507,6471,3572,Rock,
196,Torture,Kris Jensen,29806,14,197,6461,3573,Rock,
1689,Ring Dang Doo,Sam The Sham and the Pharaohs,20286,9,1690,6451,3575,Rock,
7264,"Stop, Look And Listen",The Chiffons,1748,2,7265,6443,3576,Rock,
976,For The Love Of Him,Bobbi Martin,22814,14,977,6436,3577,Rock,
294,I've Been Lonely Too Long,The Young Rascals,27828,14,295,6434,3578,Rock,
6093,Good Lovin',The Olympics,6350,5,6094,6415,3580,Rock,
2572,Anything Goes,Harpers Bizarre,18134,8,2573,6389,3583,Rock,
1841,Just You,Sonny & Cher,19848,9,1842,6388,3584,Rock,
4571,In Need Of A Friend,The Cowsills,13236,6,4572,6370,3587,Rock,
6701,Sometimes I Wish I Were A Boy,Lesley Gore,3508,4,6702,6363,3589,Rock,
7837,Do The Best You Can,The Hollies,744,1,7838,6345,3592,Rock,
3241,Knight In Rusty Armour,Peter And Gordon,16588,9,3242,6327,3596,Rock,
3034,Come On Let's Go,The McCoys,17056,9,3035,6303,3599,Rock,
3872,Sing A Song For Freedom,Frijid Pink,15336,7,3873,6293,3600,Rock,
19,Dreamy Eyes,Johnny Tillotson,41076,23,20,6289,3605,Rock,
1991,Gotta Get Back To You,Tommy James And The Shondells,19432,8,1992,6277,3606,Rock,
954,I Wanna Be Loved,Ricky Nelson,22892,11,955,6269,3607,Rock,
1627,Younger Girl,The Critters,20456,9,1628,6260,3608,Rock,
734,Make The World Go Away,Timi Yuro,24012,11,735,6244,3611,Rock,
4032,You Better Run,The Young Rascals,14836,7,4033,6228,3615,Rock,
6669,I Put A Spell On You,Alan Price Set,3652,3,6670,6227,3616,Rock,
1810,Ride!,Dee Dee Sharp,19970,13,1811,6204,3618,Rock,
201,Blue's Theme,Davie Allan And The Arrows,29710,17,202,6191,3619,Rock,
6169,A Thousand Shadows,The Seeds,5834,4,6170,6189,3620,Rock,
3317,Ups And Downs,Paul Revere & The Raiders,16444,8,3318,6121,3629,Rock,
1984,Balboa Blue,The Marketts,19448,10,1985,6110,3630,Rock,
2790,I Had A Dream,Paul Revere & The Raiders Featuring Mark Lindsay,17614,9,2791,6108,3631,Rock,
3298,Spinout,Elvis Presley With The Jordanaires,16472,7,3299,6099,3632,Rock,
3263,Punish Her,Bobby Vee,16550,8,3264,6078,3634,Rock,
1209,To Be Loved (Forever),The Pentagons,21856,10,1210,6076,3635,Rock,
4109,Back On The Street Again,The Sunshine Company,14574,7,4110,6075,3636,Rock,
3630,Maybelline,Johnny Rivers,15876,9,3631,6067,3638,Rock,
2285,Reelin' And Rockin',The Dave Clark Five,18734,9,2286,6061,3639,Rock,
3727,Be My Baby,Andy Kim,15636,8,3728,6055,3641,Rock,
217,The Eyes Of A New York Woman,B.J. Thomas,29262,14,218,6047,3642,Rock,
6147,Killer Joe,The Kingsmen,5972,4,6148,6045,3643,Rock,
2735,Clean Up Your Own Back Yard,Elvis Presley,17788,8,2736,6039,3644,Rock,
4130,Try Too Hard,The Dave Clark Five,14508,8,4131,6017,3645,Rock,
493,Rock-in Robin,Bobby Day,25572,21,494,6011,3647,Rock,
283,Hooka Tooka,Chubby Checker,28034,14,284,5998,3648,Rock,
1079,Cindy's Birthday,Johnny Crawford,22344,13,1080,5968,3651,Rock,
8386,St. Louis,The Easybeats,100,1,8387,5946,3653,Rock,
6555,Sailor Boy,The Chiffons,4104,3,6556,5929,3658,Rock,
7141,A Girl's Work Is Never Done,The Chordettes,2010,3,7142,5921,3660,Rock,
292,It Was I,Skip And Flip,27858,16,293,5920,3661,Rock,
945,I'll Never Dance Again,Bobby Rydell,22930,12,946,5905,3665,Rock,
3639,Sweet Little You,Neil Sedaka,15852,7,3640,5895,3667,Rock,
6424,Ain't Gonna Kiss Ya,The Ribbons,4666,4,6425,5860,3674,Rock,
1528,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,20768,11,1529,5831,3679,Rock,
3706,Sunshine,The Archies,15692,7,3707,5816,3684,Rock,
775,Hound Dog Man,Fabian,23854,15,776,5793,3686,Rock,
7169,Dream Lover,The Paris Sisters,1952,4,7170,5784,3688,Rock,
1070,To Each His Own,The Platters,22380,11,1071,5729,3696,Rock,
129,I Love You 1000 Times,The Platters,31488,14,130,5699,3701,Rock,
1350,Bottle Of Wine,The Fireballs,21356,14,1351,5694,3703,Rock,
4724,Love's Made A Fool Of You,Bobby Fuller Four,12702,6,4725,5691,3704,Rock,
4675,Mrs. Bluebird,Eternity's Children,12906,7,4676,5648,3710,Rock,
4343,Lolita Ya-Ya,The Ventures,13892,7,4344,5641,3711,Rock,
2303,Alice In Wonderland,Neil Sedaka,18704,10,2304,5639,3712,Rock,
3398,I Can't Stop,The Honeycombs,16300,7,3399,5601,3721,Rock,
3121,Autumn Of My Life,Bobby Goldsboro,16844,9,3122,5592,3724,Rock,
832,A Boy Without A Girl,Frankie Avalon,23504,14,833,5587,3726,Rock,
8052,Geraldine,Jack Scott,480,1,8053,5567,3729,Rock,
2713,Come Home,The Dave Clark Five,17842,9,2714,5566,3730,Rock,
864,"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,23360,12,865,5550,3734,Rock,
674,Twenty Miles,Chubby Checker,24352,12,675,5537,3735,Rock,
4023,The Jolly Green Giant,The Kingsmen,14854,12,4024,5531,3738,Rock,
6371,Red Hot,Sam The Sham and the Pharaohs,4878,5,6372,5528,3739,Rock,
5693,Surfin,The Beach Boys,8520,6,5694,5508,3742,Rock,
3718,Outside The Gates Of Heaven,Lou Christie,15656,8,3719,5482,3745,Rock,
3975,The Class,Chubby Checker,15002,7,3976,5474,3746,Rock,
4829,A Lifetime Of Loneliness,Jackie DeShannon,12322,6,4830,5449,3749,Rock,
8030,From A Window,Chad & Jeremy,488,2,8031,5421,3754,Rock,
4310,Smile,Timi Yuro,13968,6,4311,5416,3757,Rock,
4592,Back In Love Again,The Buckinghams,13162,6,4593,5407,3759,Rock,
7440,Love Walked In,The Flamingos,1442,3,7441,5377,3764,Rock,
3668,Abigail Beecher,Freddy Cannon,15784,8,3669,5352,3767,Rock,
2813,I Wish,The Platters,17566,10,2814,5315,3771,Rock,
6384,Heartbreak Hotel,Frijid Pink,4850,3,6385,5304,3772,Rock,
4655,"Another Day, Another Heartache",The 5th Dimension,12970,6,4656,5300,3773,Rock,
6633,How Can I Meet Her?,The Everly Brothers,3790,3,6634,5296,3774,Rock,
4194,D. W. Washburn,The Monkees,14320,7,4195,5275,3776,Rock,
5416,My Ship Is Comin' In,The Walker Bros.,9982,5,5417,5268,3777,Rock,
851,La-Do-Dada,Dale Hawkins,23426,12,852,5249,3781,Rock,
5351,Somebody Cares,Tommy James And The Shondells,10322,5,5352,5242,3782,Rock,
920,Stick Shift,Duals,23066,11,921,5239,3783,Rock,
3585,Rhapsody In The Rain,Lou Christie,15970,8,3586,5236,3785,Rock,
6455,Your Own Back Yard,Dion,4558,3,6456,5229,3788,Rock,
858,Shout! Shout! (Knock Yourself Out),Ernie Maresca,23390,14,859,5199,3791,Rock,
7821,Idaho,The 4 Seasons,768,2,7822,5179,3795,Rock,
5673,Livin' Above Your Head,Jay & The Americans,8636,5,5674,5171,3796,Rock,
5382,Muskrat Ramble,Freddy Cannon,10160,6,5383,5165,3797,Rock,
1558,Rain Rain Go Away,Bobby Vinton,20640,11,1559,5130,3804,Rock,
5493,I Only Have Eyes For You,The Lettermen,9586,6,5494,5128,3805,Rock,
6390,Cupid,Johnny Rivers,4828,4,6391,5116,3807,Rock,
667,Won't You Come Home Bill Bailey,Bobby Darin,24366,11,668,5114,3808,Rock,
7341,Insult To Injury,Timi Yuro,1620,1,7342,5109,3812,Rock,
4182,The Story Of Rock And Roll,The Turtles,14344,6,4183,5094,3814,Rock,
6899,La La La,Gerry And The Pacemakers,2728,3,6900,5088,3816,Rock,
6490,Come And Get Me,Jackie DeShannon,4348,3,6491,5066,3818,Rock,
3487,I'll Never Smile Again,The Platters,16124,8,3488,5045,3823,Rock,
2542,The Land Of Milk And Honey,The Vogues,18196,8,2543,5032,3827,Rock,
558,She's A Heartbreaker,Gene Pitney,25104,13,559,5030,3829,Rock,
2055,"Well, I Told You",The Chantels,19254,9,2056,5022,3831,Rock,
2836,The Majestic,Dion,17524,8,2837,4952,3837,Rock,
763,"For What It's Worth (Stop, Hey What's That Sound)",The Buffalo Springfield,23906,15,764,4890,3850,Rock,
4631,What Does A Girl Do?,The Shirelles,13050,6,4632,4888,3851,Rock,
3148,Not Me,The Orlons,16794,10,3149,4880,3853,Rock,
4654,Thank You Baby,The Shirelles,12976,7,4655,4880,3854,Rock,
632,"Baby, I Love You",Andy Kim,24678,16,633,4860,3858,Rock,
2152,Last Chance To Turn Around,Gene Pitney,19050,10,2153,4859,3859,Rock,
2808,There Will Never Be Another You,Chris Montez,17574,8,2809,4843,3863,Rock,
2218,Freedom Blues,Little Richard,18906,9,2219,4787,3870,Rock,
1604,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,20510,9,1605,4785,3871,Rock,
214,Oh Me Oh My (I'm A Fool For You Baby),Lulu,29338,14,215,4773,3874,Rock,
1518,Stay,The 4 Seasons,20806,11,1519,4772,3875,Rock,
4110,My Mammy,The Happenings,14572,8,4111,4769,3876,Rock,
1878,I'm Gonna Love You Too,The Hullaballoos,19760,9,1879,4764,3877,Rock,
6331,Milk Cow Blues,Ricky Nelson,5038,3,6332,4728,3885,Rock,
3107,Michelle,David & Jonathan,16884,9,3108,4728,3886,Rock,
253,Come On Little Angel,The Belmonts,28468,14,254,4705,3893,Rock,
2160,The New Girl In School,Jan & Dean,19024,8,2161,4694,3896,Rock,
7321,You Keep Tightening Up On Me,The Box Tops,1656,2,7322,4692,3897,Rock,
2862,If A Man Answers,Bobby Darin,17462,8,2863,4686,3899,Rock,
3600,Sunday And Me,Jay & The Americans,15930,8,3601,4660,3904,Rock,
7415,Dear Ann,George Baker Selection,1488,2,7416,4656,3905,Rock,
1352,Mighty Good,Ricky Nelson,21350,9,1353,4643,3909,Rock,
2741,Buzz Buzz A-Diddle-It,Freddy Cannon,17764,8,2742,4635,3914,Rock,
377,Sandy,Larry Hall,26714,15,378,4620,3915,Rock,
30,Mountain Of Love,Harold Dorman,37908,19,31,4580,3922,Rock,
4760,Poor Baby,The Cowsills,12568,6,4761,4546,3928,Rock,
4086,Chattanooga Choo Choo,Harpers Bizarre,14666,7,4087,4535,3931,Rock,
3506,It's The Little Things,Sonny & Cher,16094,7,3507,4434,3948,Rock,
1497,Please Love Me Forever,Cathy Jean and The Roommates,20858,12,1498,4422,3950,Rock,
7435,Hop Scotch,Santo & Johnny,1470,2,7436,4419,3951,Rock,
1243,Let's Kiss And Make Up,Bobby Vinton,21742,9,1244,4392,3953,Rock,
263,Let's Go (pony),The Routers,28328,13,264,4391,3954,Rock,
4512,The Return Of The Red Baron,The Royal Guardsmen,13416,7,4513,4389,3955,Rock,
2078,Morning Dew,Lulu,19218,8,2079,4364,3960,Rock,
6799,I Apologize,Timi Yuro,3134,3,6800,4344,3963,Rock,
2084,Theme From A Summer Place,The Lettermen,19208,9,2085,4340,3967,Rock,
4362,Ballad Of You & Me & Pooneil,Jefferson Airplane,13828,6,4363,4335,3970,Rock,
3358,Frankie And Johnny,Brook Benton,16382,8,3359,4324,3973,Rock,
3421,Chattanooga Shoe Shine Boy,Freddy Cannon,16266,7,3422,4314,3975,Rock,
5600,Witchi Tai To,Everything Is Everything,9028,5,5601,4305,3977,Rock,
1872,Boss Guitar,Duane Eddy and the Rebelettes,19774,9,1873,4294,3978,Rock,
7480,From The Bottom Of My Heart (I Love You),The Moody Blues,1330,3,7481,4278,3981,Rock,
2580,The Love Of A Boy,Timi Yuro,18114,8,2581,4266,3986,Rock,
899,The All American Boy,Bill Parsons,23148,16,900,4263,3988,Rock,
5166,I Wouldn't Trade You For The World,The Bachelors,11040,6,5167,4256,3990,Rock,
2335,Milord,Bobby Darin,18628,9,2336,4230,3992,Rock,
3099,No Matter What Shape (Your Stomach's In),The T-Bones,16896,13,3100,4216,3993,Rock,
1903,Jenny Take A Ride!,Mitch Ryder And The Detroit Wheels,19700,12,1904,4195,3996,Rock,
3844,Don't Give Up,Petula Clark,15426,7,3845,4190,3998,Rock,
7684,Baroque-A-Nova,Mason Williams,960,2,7685,4190,3999,Rock,
3278,Kiss Me Sailor,Diane Renay,16510,8,3279,4188,4000,Rock,
378,Next Plane To London,The Rose Garden,26714,14,379,4175,4001,Rock,
5619,Can't Find The Time,Orpheus,8878,7,5620,4167,4002,Rock,
5801,The Last Leaf,The Cascades,7912,5,5802,4159,4005,Rock,
7355,Living For You,Sonny & Cher,1606,2,7356,4153,4008,Rock,
6374,Chapel Of Dreams,The Dubs,4876,6,6375,4144,4010,Rock,
4890,My Babe,The Righteous Brothers,12108,7,4891,4125,4013,Rock,
6433,The Urge,Freddy Cannon,4642,3,6434,4117,4015,Rock,
2384,Mercy,Ohio Express,18512,8,2385,4103,4019,Rock,
787,Peek-A-Boo,The Cadillacs,23790,10,788,4102,4020,Rock,
4979,For Sentimental Reasons,The Cleftones,11770,6,4980,4096,4022,Rock,
3789,Respectable,The Outsiders,15532,8,3790,4095,4023,Rock,
6033,Me Japanese Boy I Love You,Bobby Goldsboro,6658,6,6034,4089,4024,Rock,
6100,The Letter,Sonny & Cher,6272,5,6101,4072,4026,Rock,
1680,No Arms Can Ever Hold You,The Bachelors,20302,10,1681,4069,4027,Rock,
2210,Distant Shores,Chad & Jeremy,18924,9,2211,4064,4029,Rock,
7534,Old Enough To Love,Ricky Nelson,1238,3,7535,4052,4033,Rock,
5829,Out Of This World,The Chiffons,7736,4,5830,4046,4036,Rock,
3374,Time After Time,Chris Montez,16352,8,3375,4036,4040,Rock,
1150,"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,22070,17,1151,4034,4041,Rock,
3275,Surfin' Hootenanny,Al Casey,16516,8,3276,4027,4044,Rock,
88,Any Way That You Want Me,Evie Sands,33106,17,89,4023,4046,Rock,
1529,I Love You The Way You Are,Bobby Vinton,20768,9,1530,4005,4049,Rock,
7116,Shy Girl,The Cascades,2118,4,7117,3997,4051,Rock,
1839,"Wake Me, Shake Me",The Coasters,19854,9,1840,3994,4053,Rock,
2428,The Cha-Cha-Cha,Bobby Rydell,18408,11,2429,3980,4054,Rock,
5157,Be My Boy,Paris Sisters,11072,5,5158,3978,4055,Rock,
517,Are You Lonely For Me,Freddy Scott,25406,12,518,3975,4056,Rock,
1712,Kansas City,Trini Lopez,20202,10,1713,3958,4058,Rock,
3971,Tomorrow Tomorrow,Bee Gees,15020,6,3972,3937,4062,Rock,
4748,Count Me In,Gary Lewis And The Playboys,12622,11,4749,3932,4065,Rock,
1208,Niki Hoeky,P.J. Proby,21864,10,1209,3923,4066,Rock,
5361,My Melancholy Baby,The Marcels,10270,5,5362,3922,4067,Rock,
2147,Popsicle,Jan & Dean,19064,9,2148,3894,4076,Rock,
614,Let Me Belong To You,Brian Hyland,24766,11,615,3890,4079,Rock,
6063,Sha-La-La,The Shirelles,6526,4,6064,3858,4084,Rock,
1199,Workin' On A Groovy Thing,Patti Drew,21896,11,1200,3846,4085,Rock,
5139,Goodbye Columbus,The Association,11128,11,5140,3846,4086,Rock,
4198,Runaround,The Regents,14314,7,4199,3840,4087,Rock,
6543,Save My Soul,Jack Scott,4132,3,6544,3838,4088,Rock,
1912,Revenge,Brook Benton,19670,10,1913,3835,4089,Rock,
5380,Give All Your Love To Me,Gerry And The Pacemakers,10164,6,5381,3833,4090,Rock,
2036,Down Yonder,Johnny And The Hurricanes,19300,9,2037,3832,4091,Rock,
5992,Turn On Your Love Light,The Human Beinz,6856,5,5993,3819,4092,Rock,
1665,Silver Bird,Mark Lindsay,20346,10,1666,3817,4093,Rock,
5031,Get Away,Georgie Fame And The Blue Flames,11522,7,5032,3814,4095,Rock,
1115,Nobody Loves Me Like You,The Flamingos,22200,10,1116,3806,4097,Rock,
1563,Over The Mountain (Across The Sea),Bobby Vinton,20622,10,1564,3801,4098,Rock,
2474,A Ray Of Hope,The Rascals,18326,8,2475,3796,4099,Rock,
4175,But You're Mine,Sonny & Cher,14360,8,4176,3791,4100,Rock,
3433,I Shot Mr. Lee,The Bobbettes,16246,8,3434,3780,4105,Rock,
5365,All Of My Life,Lesley Gore,10254,6,5366,3775,4108,Rock,
571,'Til,The Angels,25004,14,572,3774,4109,Rock,
1848,"Yesterday, When I Was Young",Roy Clark,19836,10,1849,3773,4110,Rock,
6109,Deep In The Heart Of Texas,Duane Eddy,6216,5,6110,3749,4121,Rock,
5762,(Baby) Hully Gully,The Olympics,8136,7,5763,3740,4122,Rock,
3528,Mama,B.J. Thomas,16066,8,3529,3739,4123,Rock,
2386,Time Was,The Flamingos,18508,8,2387,3733,4124,Rock,
2425,Her Royal Majesty,James Darren,18414,11,2426,3726,4126,Rock,
4465,Big Big World,Johnny Burnette,13566,7,4466,3722,4127,Rock,
5569,Break-Up,Jerry Lee Lewis And His Pumping Piano,9186,5,5570,3721,4128,Rock,
955,I'm A Fool,"Dino, Desi & Billy",22878,12,956,3711,4133,Rock,
4931,Leaning On The Lamp Post,Herman's Hermits,11944,8,4932,3695,4135,Rock,
5883,Mio Amore,The Flamingos,7436,6,5884,3692,4137,Rock,
5601,Up Town,Roy Orbison,9026,6,5602,3692,4138,Rock,
1071,Little Egypt (Ying-Yang),The Coasters,22372,12,1072,3687,4139,Rock,
4761,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,12566,16,4762,3659,4143,Rock,
2671,Whenever A Teenager Cries,Reparata And The Delrons,17948,9,2672,3653,4145,Rock,
7226,Me About You,The Lovin' Spoonful,1820,2,7227,3652,4146,Rock,
6047,Santa Claus Is Coming To Town,The 4 Seasons,6592,3,6048,3648,4148,Rock,
7082,Ring Of Fire,Duane Eddy,2202,3,7083,3641,4151,Rock,
2238,It Hurts To Be Sixteen,Andrea Carroll,18860,9,2239,3636,4153,Rock,
1673,You Can Never Stop Me Loving You,Johnny Tillotson,20324,10,1674,3633,4155,Rock,
126,Itchy Twitchy Feeling,Bobby Hendricks,31618,14,127,3624,4158,Rock,
4515,Havin' Fun,Dion,13410,6,4516,3619,4159,Rock,
2850,Action,Freddy Cannon,17488,9,2851,3587,4164,Rock,
2718,A Walkin' Miracle,The Essex Featuring Anita Humes,17826,10,2719,3586,4165,Rock,
2221,Daddy's Home,Shep And The Limelites,18900,14,2222,3579,4168,Rock,
5737,Let Me Call You Sweetheart,Timi Yuro,8290,5,5738,3576,4169,Rock,
2923,Color My World,Petula Clark,17312,9,2924,3575,4170,Rock,
1033,Jam Up Jelly Tight,Tommy Roe,22536,14,1034,3564,4172,Rock,
1692,Son-Of-A Preacher Man,Dusty Springfield,20282,12,1693,3564,4173,Rock,
7839,Don't Be Afraid (Do As I Say),Frankie Karl & The Dreams,744,1,7840,3558,4174,Rock,
2264,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,18790,16,2265,3536,4175,Rock,
8076,Sweeter Than Sugar,Ohio Express,480,1,8077,3528,4177,Rock,
3138,"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,16816,7,3139,3526,4179,Rock,
6488,Jennie Lee,Jan & Arnie,4356,2,6489,3523,4180,Rock,
1484,Special Delivery,1910 Fruitgum Co.,20884,9,1485,3514,4182,Rock,
6338,In Another Land,Bill Wyman,5018,5,6339,3507,4184,Rock,
3481,Come On Up,The Young Rascals,16136,7,3482,3506,4185,Rock,
3249,The Hair On My Chinny Chin Chin,Sam The Sham and the Pharaohs,16578,8,3250,3504,4186,Rock,
744,Reuben James,Kenny Rogers & The First Edition,23972,12,745,3499,4188,Rock,
242,Things I'd Like To Say,New Colony Six,28664,16,243,3492,4191,Rock,
2329,Bad Girl,Neil Sedaka,18636,8,2330,3488,4193,Rock,
2121,Walk A Mile In My Shoes,Joe South and The Believers,19102,11,2122,3487,4194,Rock,
113,You Were Mine,Fireflies,31918,16,114,3477,4197,Rock,
6499,I Won't Love You Anymore (Sorry),Lesley Gore,4326,3,6500,3476,4198,Rock,
3745,Too Much Talk,Paul Revere & The Raiders Featuring Mark Lindsay,15606,8,3746,3476,4199,Rock,
4740,Rumors,Syndicate Of Sound,12640,7,4741,3460,4203,Rock,
1441,Barbara,The Temptations,21042,10,1442,3446,4209,Rock,
3456,"My One And Only, Jimmy Boy",The Girlfriends,16188,7,3457,3440,4211,Rock,
2801,I Ain't Gonna Eat Out My Heart Anymore,The Young Rascals,17588,9,2802,3432,4212,Rock,
3685,Drums Are My Beat,Sandy Nelson,15758,7,3686,3416,4217,Rock,
5589,Smell Of Incense,Southwest F.O.B.,9088,5,5590,3402,4219,Rock,
3020,La La La (If I Had You),Bobby Sherman,17090,11,3021,3402,4220,Rock,
5851,We Had A Good Thing Goin',The Cyrkle,7586,5,5852,3397,4222,Rock,
2614,Carry Me Back,The Rascals,18050,8,2615,3394,4224,Rock,
8148,Ivory,Bob Seger System,388,1,8149,3391,4226,Rock,
5134,Tonight You're Gonna Fall In Love With Me,The Shirelles,11154,5,5135,3386,4228,Rock,
7270,Greensleeves,Mason Williams,1734,2,7271,3384,4232,Rock,
5596,The Ferris Wheel,The Everly Brothers,9046,6,5597,3384,4233,Rock,
6065,Greenwood Mississippi,Little Richard,6514,5,6066,3381,4234,Rock,
6562,Can't Help But Love You,The Standells,4082,3,6563,3380,4235,Rock,
5916,Crazy Eyes For You,Bobby Hamilton,7276,3,5917,3379,4236,Rock,
1681,Down At Lulu's,Ohio Express,20302,9,1682,3376,4238,Rock,
5005,How Many Teardrops,Lou Christie,11648,5,5006,3376,4239,Rock,
1183,Funk # 49,James Gang,21936,10,1184,3364,4245,Rock,
5095,Why Can't You Bring Me Home,Jay & The Americans,11314,6,5096,3362,4246,Rock,
7397,Break Up,Del Shannon,1528,3,7398,3357,4247,Rock,
1097,Girl Of My Best Friend,Ral Donner,22268,11,1098,3351,4248,Rock,
4795,"Oh That's Good, No That's Bad",Sam The Sham and the Pharaohs,12432,6,4796,3350,4249,Rock,
1593,How Can I Tell My Mom & Dad,The Lovelites,20538,10,1594,3344,4250,Rock,
4522,Summer And Sandy,Lesley Gore,13398,7,4523,3342,4251,Rock,
6685,Justine,The Righteous Brothers,3568,3,6686,3342,4253,Rock,
1158,Feel So Fine,Johnny Preston,22050,14,1159,3326,4257,Rock,
5278,"Wake Up, Wake Up",The Grass Roots,10660,5,5279,3319,4258,Rock,
3614,I Found A Girl,Jan & Dean,15900,7,3615,3316,4259,Rock,
2514,I Got What I Wanted,Brook Benton,18244,8,2515,3297,4261,Rock,
2704,Little Bell,The Dixie Cups,17860,9,2705,3296,4262,Rock,
857,Hot Smoke & Sasafrass,The Bubble Puppy,23392,12,858,3283,4263,Rock,
4400,Nineteen Days,The Dave Clark Five,13744,6,4401,3279,4265,Rock,
3010,Look To Your Soul,Johnny Rivers,17114,7,3011,3271,4271,Rock,
186,Living Doll,Cliff Richard and The Drifters,30056,13,187,3262,4275,Rock,
