song,artist,lastfm_count,new_popularity
Whose Heart Are You Breaking Tonight,Connie Francis,16738.0,2556
In The Summer Of His Years,Connie Francis,16735.0,2557
G.T.O.,Ronny And The Daytonas,16722.0,2558
The River Is Wide,The Grass Roots,16716.0,2559
Tragedy,The Fleetwoods,16704.0,2560
Our Winter Love,Bill Pursell,16674.0,2561
What A Sweet Thing That Was,The Shirelles,16674.0,2562
Burning Bridges,Jack Scott,16648.0,2563
If You Were Mine,Ray Charles,16626.0,2564
Somebody To Love,Bobby Darin,16617.0,2565
Am I The Man,Jackie Wilson,16617.0,2566
Soul Serenade,King Curtis,16538.0,2567
It's A Happening Thing,The Peanut Butter Conspiracy,16538.0,2568
I Can Hear Music,The Ronettes Featuring Veronica,16516.0,2569
Before You Go,Buck Owens,16507.0,2570
Let The Good Times Roll,Roy Orbison,16479.0,2571
Cloud Nine,Mongo Santamaria,16440.0,2572
You Must Believe Me,The Impressions,16436.0,2573
Stop The Music,The Shirelles,16417.0,2574
Every Little Thing I Do,Dion & The Belmonts,16413.0,2575
Puppet On A String,Elvis Presley With The Jordanaires,16397.0,2576
Time For Livin',The Association,16383.0,2577
Just One Time,Don Gibson,16356.0,2578
It's For You,Cilla Black,16325.0,2579
I Found A True Love,Wilson Pickett,16325.0,2580
Part Time Love,Ann Peebles,16312.0,2581
Lonesome Number One,Don Gibson,16285.0,2582
Night,Jackie Wilson,16280.0,2583
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,16256.0,2584
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,16255.0,2585
Wild One,Martha & The Vandellas,16237.0,2586
You Cheated,The Shields,16232.0,2587
San Antonio Rose,Floyd Cramer,16209.0,2588
Mama Sang A Song,Bill Anderson,16206.0,2589
A Brand New Me,Dusty Springfield,16206.0,2590
Welcome Home Baby,The Shirelles,16101.0,2591
Communication Breakdown,Roy Orbison,16084.0,2592
Bobby Sox To Stockings,Frankie Avalon,16075.0,2593
Hi-Heel Sneakers,Tommy Tucker,16067.0,2594
I Don't Wanna Be A Loser,Lesley Gore,16049.0,2595
Sweet Blindness,The 5th Dimension,16043.0,2596
Think Of Me,Buck Owens and The Buckaroos,16027.0,2597
Peace Will Come (According To Plan),Melanie,15973.0,2598
(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,15971.0,2599
Mama,Connie Francis,15947.0,2600
South Street,The Orlons,15943.0,2601
Barbara-Ann,The Regents,15928.0,2602
Frankie And Johnny,Elvis Presley,15927.0,2603
To Know You Is To Love You,Peter And Gordon,15915.0,2604
The Blizzard,Jim Reeves,15908.0,2605
7 Rooms Of Gloom,Four Tops,15871.0,2606
Little Red Riding Hood,Big Bopper,15795.0,2607
My Own True Love,The Duprees,15740.0,2608
I'm Gonna Do What They Do To Me,B.B. King,15733.0,2609
Slum Baby,Booker T. & The MG's,15713.0,2610
Sad Girl,The Intruders,15681.0,2611
Hung On You,The Righteous Brothers,15677.0,2612
For All We Know,Dinah Washington,15671.0,2613
You Tell Me Why,The Beau Brummels,15669.0,2614
Philly Dog,The Mar-Keys,15667.0,2615
The Work Song,Herb Alpert & The Tijuana Brass,15633.0,2616
Baby Hold On,The Grass Roots,15632.0,2617
Honey Come Back,Glen Campbell,15624.0,2618
Run Red Run,The Coasters,15595.0,2619
I'll Be In Trouble,The Temptations,15589.0,2620
I Don't Want To See You Again,Peter And Gordon,15586.0,2621
Anything,Eric Burdon & The Animals,15586.0,2622
Real Humdinger,J.J. Barnes,15566.0,2623
My Heart Cries For You,Ray Charles,15538.0,2624
Your Heart Belongs To Me,The Supremes,15537.0,2625
A Sweet Woman Like You,Joe Tex,15524.0,2626
Western Movies,The Olympics,15519.0,2627
You Can't Sit Down,The Dovells,15513.0,2628
Without Love (There Is Nothing),Ray Charles,15502.0,2629
(He's) The Great Impostor,The Fleetwoods,15474.0,2630
Girl (You Captivate Me),? (Question Mark) & The Mysterians,15456.0,2631
Sweet Dreams,Don Gibson,15436.0,2632
Dreams,Buddy Miles,15392.0,2633
My Heart Belongs To Only You,Bobby Vinton,15390.0,2634
Tonight I Fell In Love,The Tokens,15357.0,2635
More Than I Can Stand,Bobby Womack,15337.0,2636
Bulldog,The Fireballs,15298.0,2637
He Loves Me All The Way,Tammy Wynette,15295.0,2638
Waitin' In Your Welfare Line,Buck Owens,15291.0,2639
Bella Linda,The Grass Roots,15291.0,2640
I Surrender,Fontella Bass,15279.0,2641
Navy Blue,Diane Renay,15268.0,2642
Locking Up My Heart,The Marvelettes,15250.0,2643
I Know (You Don't Love Me No More),Barbara George,15239.0,2644
A Steel Guitar And A Glass Of Wine,Paul Anka,15222.0,2645
Wham!,Lonnie Mack,15220.0,2646
Little Honda,The Hondells,15215.0,2647
Singing My Song,Tammy Wynette,15190.0,2648
Poor Fool,Ike & Tina Turner,15179.0,2649
Nature Boy,Bobby Darin,15173.0,2650
The In Crowd,Ramsey Lewis Trio,15167.0,2651
Underwater,The Frogmen,15160.0,2652
Over And Over,Bobby Day,15142.0,2653
Special Occasion,Smokey Robinson & The Miracles,15141.0,2654
Cinderella Rockefella,Esther & Abi Ofarim,15138.0,2655
Everybody Needs Love,Gladys Knight And The Pips,15133.0,2656
Pipe Dream,Blues Magoos,15126.0,2657
I Do,The Marvelows,15112.0,2658
When I Get Thru With You (You'll Love Me Too),Patsy Cline,15072.0,2659
Lady,Jack Jones,15057.0,2660
My Baby Loves Me,Martha & The Vandellas,15041.0,2661
Here Comes That Feelin',Brenda Lee,15037.0,2662
You Better Know It,Jackie Wilson,15032.0,2663
You'd Better Come Home,Petula Clark,14992.0,2664
Girl On The Billboard,Del Reeves,14989.0,2665
Stick With Me Baby,The Everly Brothers,14969.0,2666
Twistin' Postman,The Marvelettes,14926.0,2667
The End Of Our Road,Marvin Gaye,14923.0,2668
Runnin' Out Of Fools,Aretha Franklin,14917.0,2669
Mountain Of Love,Johnny Rivers,14914.0,2670
"My Woman, My Woman, My Wife",Marty Robbins,14876.0,2671
Sixteen Tons,Tom Jones,14846.0,2672
Mockingbird,Aretha Franklin,14811.0,2673
"Hey, Western Union Man",Jerry Butler,14802.0,2674
A Thousand Stars,Kathy Young with The Innocents,14797.0,2675
San Francisco Girls (Return of the Native),Fever Tree,14777.0,2676
Mr. Success,Frank Sinatra,14766.0,2677
You Put It On Me,B.B. King,14756.0,2678
When We Get Married,The Dreamlovers,14751.0,2679
I Like It Like That,The Dave Clark Five,14729.0,2680
Mary In The Morning,Al Martino,14716.0,2681
Hey Now,Lesley Gore,14706.0,2682
The End Of Our Road,Gladys Knight And The Pips,14706.0,2683
Don't Have To Shop Around,The Mad Lads,14699.0,2684
A Hundred Pounds Of Clay,Gene McDaniels,14686.0,2685
Something Good (Is Going To Happen To You),Carla Thomas,14669.0,2686
Keep On Dancing,Alvin Cash,14585.0,2687
Breakin' Up Is Breakin' My Heart,Roy Orbison,14560.0,2688
Love On A Two-Way Street,The Moments,14557.0,2689
Let's Go Steady Again,Sam Cooke,14552.0,2690
Husbands And Wives,Roger Miller,14540.0,2691
As Usual,Brenda Lee,14538.0,2692
I.O.I.O.,Bee Gees,14534.0,2693
I Walk Alone,Marty Robbins,14523.0,2694
"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,14515.0,2695
Going Nowhere,Los Bravos,14503.0,2696
True Grit,Glen Campbell,14449.0,2697
I'll Always Have Faith In You,Carla Thomas,14426.0,2698
Nobody But You,Dee Clark,14421.0,2699
Woo-Hoo,Rock-A-Teens,14413.0,2700
Hey Little One,Glen Campbell,14408.0,2701
I Can Take Or Leave Your Loving,Herman's Hermits,14396.0,2702
Gettin' Together,Tommy James And The Shondells,14389.0,2703
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,14386.0,2704
Ten Commandments Of Love,Harvey & The Moonglows,14356.0,2705
Get Off My Back Woman,B.B. King,14354.0,2706
Fools Rush In,Rick Nelson,14353.0,2707
Ringo,Lorne Greene,14347.0,2708
East West,Herman's Hermits,14334.0,2709
Without You,Johnny Tillotson,14333.0,2710
Someone Is Watching,Solomon Burke,14331.0,2711
Lonesome Whistle Blues,Freddy King,14327.0,2712
Go Where You Wanna Go,The 5th Dimension,14319.0,2713
A Girl Like You,The Young Rascals,14311.0,2714
Some Enchanted Evening,Jay & The Americans,14291.0,2715
No One,Connie Francis,14272.0,2716
Gina,Johnny Mathis,14248.0,2717
Little Girl,Ritchie Valens,14241.0,2718
I Could Never Be President,Johnnie Taylor,14233.0,2719
Our Day Will Come,Ruby And The Romantics,14220.0,2720
Gravy (For My Mashed Potatoes),Dee Dee Sharp,14203.0,2721
You Lost The Sweetest Boy,Mary Wells,14185.0,2722
How Can You Mistreat The One You Love,Jean & The Darlings,14160.0,2723
Check Out Your Mind,The Impressions,14159.0,2724
Brother Love's Travelling Salvation Show,Neil Diamond,14157.0,2725
Here Comes The Judge,Pigmeat Markham,14149.0,2726
The Ballad Of Bonnie And Clyde,Georgie Fame,14142.0,2727
As Long As I Know He's Mine,The Marvelettes,14087.0,2728
It's All Right,Sam Cooke,14083.0,2729
Love Is A Doggone Good Thing,Eddie Floyd,14070.0,2730
Walk Right In,The Moments,14052.0,2731
Then You Can Tell Me Goodbye,Eddy Arnold,14050.0,2732
Make The World Go Away,Ray Price,13969.0,2733
(Theme From) Valley Of The Dolls,Dionne Warwick,13932.0,2734
Sudden Stop,Percy Sledge,13849.0,2735
Society's Child (Baby I've Been Thinking),Janis Ian,13842.0,2736
Laughing Boy,Mary Wells,13832.0,2737
My Man,Peggy Lee,13810.0,2738
This Empty Place,Dionne Warwick,13808.0,2739
A Certain Girl,Ernie K-Doe,13799.0,2740
Mecca,Gene Pitney,13797.0,2741
That's It - I Quit - I'm Movin' On,Sam Cooke,13790.0,2742
Young Emotions,Ricky Nelson,13784.0,2743
I Don't Care (Just As Long As You Love Me),Buck Owens,13778.0,2744
Don't Let The Joneses Get You Down,The Temptations,13775.0,2745
Hypnotized,Linda Jones,13754.0,2746
"A Woman, A Lover, A Friend",Jackie Wilson,13747.0,2747
Sharing You,Bobby Vee,13744.0,2748
The Mountain's High,Dick and DeeDee,13740.0,2749
"Gone, Gone, Gone",The Everly Brothers,13724.0,2750
Take Me For A Little While,Vanilla Fudge,13713.0,2751
Sleepy Joe,Herman's Hermits,13691.0,2752
I'm The One Who Loves You,The Impressions,13659.0,2753
Try To Remember,The Brothers Four,13648.0,2754
You've Got To Love Her With A Feeling,Freddy King,13647.0,2755
Tear Drop City,The Monkees,13647.0,2756
The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,13640.0,2757
Some Kind Of Wonderful,Soul Brothers Six,13621.0,2758
Exodus,Ferrante & Teicher,13607.0,2759
You Always Hurt The One You Love,Clarence Henry,13591.0,2760
Big Party,Barbara & The Browns,13576.0,2761
Oh My Angel,Bertha Tillman,13573.0,2762
Morning After,Mar-Keys,13565.0,2763
Moody Woman,Jerry Butler,13552.0,2764
The Duck,Jackie Lee,13543.0,2765
Little Latin Lupe Lu,The Kingsmen,13534.0,2766
"Cold, Cold Heart",Dinah Washington,13481.0,2767
Too Many Rivers,Brenda Lee,13479.0,2768
(Say) You're My Girl,Roy Orbison,13468.0,2769
Bright Lights Big City,Jimmy Reed,13444.0,2770
How Many Tears,Bobby Vee,13426.0,2771
Al Di La,Connie Francis,13416.0,2772
Sweet Inspiration,The Sweet Inspirations,13407.0,2773
"Green, Green",The New Christy Minstrels,13394.0,2774
Loving You More Every Day,Etta James,13380.0,2775
I Believe,The Bachelors,13369.0,2776
Red Roses For A Blue Lady,Vic Dana,13367.0,2777
Ha Ha Said The Clown,The Yardbirds,13332.0,2778
Fannie Mae,Buster Brown,13330.0,2779
Without Love (There Is Nothing),Tom Jones,13329.0,2780
Cowboy Boots,Dave Dudley,13324.0,2781
Turn-Down Day,The Cyrkle,13323.0,2782
Come To The Sunshine,Harpers Bizarre,13311.0,2783
Don't Waste My Time,John Mayall,13296.0,2784
Give It Away,The Chi-lites,13294.0,2785
Tall Cool One,The Wailers,13270.0,2786
Tell Him,Patti Drew,13259.0,2787
If Walls Could Talk,Little Milton,13252.0,2788
Born A Woman,Sandy Posey,13241.0,2789
Margie,Fats Domino,13237.0,2790
Voice Your Choice,The Radiants,13222.0,2791
I Like The Way,Tommy James And The Shondells,13220.0,2792
Let Me Go The Right Way,The Supremes,13191.0,2793
A Love So Fine,The Chiffons,13185.0,2794
Blue Side Of Lonesome,Jim Reeves,13180.0,2795
That Same Old Feeling,Pickettywitch,13170.0,2796
Mockingbird,Inez Foxx with Charlie Foxx,13164.0,2797
He,The Righteous Brothers,13153.0,2798
Headline News,Edwin Starr,13134.0,2799
I'm Here To Get My Baby Out Of Jail,The Everly Brothers,13134.0,2800
Requiem For The Masses,The Association,13109.0,2801
The Horse,Cliff Nobles & Co.,13094.0,2802
Would It Make Any Difference To You,Etta James,13093.0,2803
El Matador,The Kingston Trio,13078.0,2804
A Woman's Love,Carla Thomas,13072.0,2805
Ginger Bread,Frankie Avalon,13061.0,2806
Don't Pity Me,Dion & The Belmonts,13040.0,2807
Whispers (Gettin' Louder),Jackie Wilson,13019.0,2808
House Of Bamboo,Earl Grant,12988.0,2809
Cross My Heart,Billy Stewart,12969.0,2810
You're So Fine,The Falcons,12945.0,2811
I'm On Fire,Jerry Lee Lewis,12943.0,2812
Ten Little Indians,The Yardbirds,12929.0,2813
Beep Beep,The Playmates,12912.0,2814
(Such An) Easy Question,Elvis Presley With The Jordanaires,12906.0,2815
"(If You Cry) True Love, True Love",The Drifters,12900.0,2816
Grizzly Bear,The Youngbloods,12897.0,2817
God Knows I Love You,Nancy Sinatra,12893.0,2818
Drummer Man,Nancy Sinatra,12884.0,2819
True True Happiness,Johnny Tillotson,12883.0,2820
That's How Heartaches Are Made,Baby Washington,12881.0,2821
Time Seller,The Spencer Davis Group,12871.0,2822
Little Woman,Bobby Sherman,12869.0,2823
Surfer's Stomp,The Marketts,12863.0,2824
Stop Her On Sight (S.O.S.),Edwin Starr,12829.0,2825
You're My Remedy,The Marvelettes,12794.0,2826
Somebody Stole My Dog,Rufus Thomas,12787.0,2827
Coming On Strong,Brenda Lee,12783.0,2828
C'mon And Swim,Bobby Freeman,12771.0,2829
The Boll Weevil Song,Brook Benton,12768.0,2830
Land Of 1000 Dances,Cannibal And The Headhunters,12760.0,2831
You'll Never Get To Heaven (If You Break My Heart),Dionne Warwick,12749.0,2832
Let The Music Take Your Mind,Kool & The Gang,12744.0,2833
Somewhere,P.J. Proby,12736.0,2834
Julia,Ramsey Lewis,12725.0,2835
Skip A Rope,Henson Cargill,12711.0,2836
So Many Ways,Brook Benton,12710.0,2837
Susie Darlin',Robin Luke,12698.0,2838
Reverend Mr. Black,The Kingston Trio,12693.0,2839
Can't You Find Another Way (Of Doing It),Sam & Dave,12671.0,2840
Crossfire,Johnny And The Hurricanes,12657.0,2841
"Precious, Precious",Jackie Moore,12654.0,2842
(I was) Born To Cry,Dion,12653.0,2843
Come Prima,Tony Dallara,12652.0,2844
Lonely Street,Andy Williams,12633.0,2845
Up On The Roof,Laura Nyro,12619.0,2846
What's Made Milwaukee Famous (Has Made A Loser Out Of Me),Jerry Lee Lewis,12617.0,2847
Rockin' Little Angel,Ray Smith,12593.0,2848
Bumble Bee,The Searchers,12592.0,2849
Lady-O,The Turtles,12574.0,2850
Live Wire,Martha & The Vandellas,12566.0,2851
You're Gonna Make Me Cry,O.V. Wright,12554.0,2852
Tell Me Why,The Belmonts,12542.0,2853
My Boomerang Won't Come Back,Charlie Drake,12541.0,2854
Cinderella,Paul Anka,12524.0,2855
It Keeps Rainin',Fats Domino,12515.0,2856
"Sweet Cream Ladies, Forward March",The Box Tops,12499.0,2857
Bumble Boogie,B. Bumble & The Stingers,12483.0,2858
Country Preacher,Cannonball Adderley,12475.0,2859
Before And After,Chad & Jeremy,12471.0,2860
Pink Shoe Laces,Dodie Stevens,12463.0,2861
Mr. Custer,Larry Verne,12450.0,2862
I Would Be In Love (Anyway),Frank Sinatra,12444.0,2863
My Uncle Used To Love Me But She Died,Roger Miller,12440.0,2864
Worst That Could Happen,Brooklyn Bridge,12432.0,2865
The Ballad Of Jed Clampett,"Lester Flatt, Earl Scruggs & The Foggy Mountain Boys",12425.0,2866
Tit For Tat (Ain't No Taking Back),James Brown,12414.0,2867
Candida,Dawn,12412.0,2868
What A Fool I've Been,Carla Thomas,12410.0,2869
Hotel Happiness,Brook Benton,12404.0,2870
I'll Wait For You,Frankie Avalon,12403.0,2871
Maybe,The Three Degrees,12392.0,2872
The Kind Of Boy You Can't Forget,The Raindrops,12385.0,2873
Rain In My Heart,Frank Sinatra,12380.0,2874
If This Is Love (I'd Rather Be Lonely),The Precisions,12360.0,2875
Coming Home Soldier,Bobby Vinton,12347.0,2876
Pass Me By,Peggy Lee,12337.0,2877
Second Honeymoon,Johnny Cash,12327.0,2878
This Little Girl's Gone Rockin',Ruth Brown,12323.0,2879
I'll Be There,Bobby Darin,12314.0,2880
Hard Lovin' Loser,Judy Collins,12310.0,2881
Who Shot Sam,George Jones,12309.0,2882
Ball Of Fire,Tommy James And The Shondells,12307.0,2883
It Will Stand,The Showmen,12306.0,2884
True Love Never Runs Smooth,Gene Pitney,12303.0,2885
You Made Me Love You,Nat King Cole,12291.0,2886
Somebody's Been Sleeping,100 Proof Aged in Soul,12287.0,2887
The Wheel Of Hurt,Margaret Whiting,12265.0,2888
Puppet Man,The 5th Dimension,12246.0,2889
Walkin' In The Rain,Jay & The Americans,12246.0,2890
What About Us,The Coasters,12234.0,2891
I Love The Way You Love,Marv Johnson,12220.0,2892
Hey Baby (They're Playing Our Song),The Buckinghams,12216.0,2893
Giving Up,Gladys Knight And The Pips,12214.0,2894
Hello It's Me,Nazz,12213.0,2895
A Lover's Prayer,Dion & The Belmonts,12199.0,2896
I Have Learned To Do Without You,Mavis Staples,12192.0,2897
Your Good Thing (Is About To End),Lou Rawls,12178.0,2898
You'll Always Be The One I Love,Dean Martin,12177.0,2899
In The Middle Of A Heartache,Wanda Jackson,12151.0,2900
Constant Rain (Chove Chuva),Sergio Mendes & Brasil '66,12138.0,2901
I Fooled You This Time,Gene Chandler,12132.0,2902
Stop,Howard Tate,12127.0,2903
Any Way You Want It,The Dave Clark Five,12111.0,2904
Shake A Tail Feather,The Five Du-Tones,12105.0,2905
The Comancheros,Claude King,12098.0,2906
Sam's Place,Buck Owens and The Buckaroos,12088.0,2907
Don't Say Nothin' Bad (About My Baby),The Cookies,12077.0,2908
Watching Scotty Grow,Bobby Goldsboro,12072.0,2909
Gitarzan,Ray Stevens,12067.0,2910
Can't Satisfy,The Impressions,12056.0,2911
Bonanza!,Johnny Cash,12047.0,2912
I Wish I Knew (How It Would Feel To Be Free),Solomon Burke,12027.0,2913
Oh How Happy,Shades Of Blue,12017.0,2914
This Old Heart Of Mine (Is Weak For You),Tammi Terrell,12012.0,2915
Alfie,Cher,12003.0,2916
I Wake Up Crying,Chuck Jackson,12001.0,2917
Tell Me Why,Bobby Vinton,12000.0,2918
I'm A Hog For You,The Coasters,11990.0,2919
Dear Heart,Henry Mancini And His Orchestra,11982.0,2920
Temptation 'Bout To Get Me,The Knight Bros.,11976.0,2921
I've Got No Time To Lose,Carla Thomas,11972.0,2922
Where's The Playground Susie,Glen Campbell,11964.0,2923
Batman Theme,Neal Hefti,11955.0,2924
(I Can't Help You) I'm Falling Too,Skeeter Davis,11950.0,2925
Back Street,Edwin Starr,11943.0,2926
Lovin' You,Bobby Darin,11931.0,2927
The Composer,Diana Ross & The Supremes,11927.0,2928
Turn Me Loose,Fabian,11920.0,2929
You've Been In Love Too Long,Martha & The Vandellas,11914.0,2930
I'll Never Find Another You,Sonny James,11906.0,2931
King Of Clowns,Neil Sedaka,11905.0,2932
The Shelter Of Your Arms,Sammy Davis Jr.,11882.0,2933
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,11877.0,2934
Let Me,Paul Revere & The Raiders Featuring Mark Lindsay,11843.0,2935
My Way Of Life,Frank Sinatra,11837.0,2936
What's He Doing In My World,Eddy Arnold,11835.0,2937
The Bird's The Word,The Rivingtons,11819.0,2938
There! I've Said It Again,Bobby Vinton,11817.0,2939
Little Bitty Girl,Bobby Rydell,11814.0,2940
Do The Boomerang,Jr. Walker & The All Stars,11811.0,2941
Tear Drop,Santo & Johnny,11809.0,2942
Rocking Goose,Johnny And The Hurricanes,11803.0,2943
Love Me Tender,Percy Sledge,11802.0,2944
Dumb Head,Ginny Arnell,11802.0,2945
I Believe I'm Gonna Make It,Joe Tex,11792.0,2946
"Baby, Baby, Baby",Sam Cooke,11764.0,2947
A Lover's Concerto,Sarah Vaughan,11763.0,2948
Save The Country,The 5th Dimension,11747.0,2949
Here We Go Again,Nancy Sinatra,11729.0,2950
It's Time To Cry,Paul Anka,11718.0,2951
Peak Of Love,Bobby McClure,11698.0,2952
Girls It Ain't Easy,The Honey Cone,11686.0,2953
Little Green Apples,O.C. Smith,11677.0,2954
I Was Kaiser Bill's Batman,Whistling Jack Smith,11650.0,2955
It Could Happen To You,Dinah Washington,11649.0,2956
I'm So Proud,The Main Ingredient,11638.0,2957
Go Away Little Girl,Steve Lawrence,11636.0,2958
Mohair Sam,Charlie Rich,11632.0,2959
Snoopy Vs. The Red Baron,The Royal Guardsmen,11627.0,2960
Six Man Band,The Association,11615.0,2961
Seven Years,The Impressions,11614.0,2962
Grits Ain't Groceries (All Around The World),Little Milton,11612.0,2963
1984,Spirit,11602.0,2964
Hurt So Bad,The Lettermen,11577.0,2965
I Chose To Sing The Blues,Ray Charles & The Raelets,11573.0,2966
Gentle On My Mind,Aretha Franklin,11565.0,2967
The Cruel War,"Peter, Paul & Mary",11560.0,2968
Sweet Mary,Wadsworth Mansion,11543.0,2969
For Me,Sergio Mendes & Brasil '66,11526.0,2970
One Tin Soldier,The Original Caste,11524.0,2971
Jack The Ripper,Link Wray And The Wraymen,11510.0,2972
"River, Stay 'Way From My Door",Frank Sinatra,11497.0,2973
Happy Heart,Petula Clark,11477.0,2974
Nobody Knows What's Goin' On (In My Mind But Me),The Chiffons,11475.0,2975
