song,artist,lastfm_count,new_popularity
Hold It,Bill Doggett,3036.0,4345
I'm A Nut,Leroy Pullins,3036.0,4346
Rockin' In The Same Old Boat,Bobby Bland,3034.0,4347
Goodnight My Love,Paul Anka,3030.0,4348
You Better Get It,Joe Tex,3029.0,4349
For You,Rick Nelson,3028.0,4350
I Can't Hear You,Betty Everett,3023.0,4351
The Feeling Is Right,Clarence Carter,3022.0,4352
Walking Through The Country,The Grass Roots,3022.0,4353
Room Full Of Tears,The Drifters,3022.0,4354
Rat Race,The Drifters,3021.0,4355
Makin' Love,Floyd Robinson,3016.0,4356
Band Of Gold,Mel Carter,3012.0,4357
Make Me Belong To You,Barbara Lewis,3010.0,4358
Ain't Got No; I Got Life,Nina Simone,3010.0,4359
So Close,Brook Benton,3006.0,4360
A Quiet Place,Garnet Mimms & The Enchanters,3001.0,4361
I'm Gettin' Better,Jim Reeves,3001.0,4362
The Bounce,The Olympics,2997.0,4363
It's All In Your Mind,Clarence Carter,2993.0,4364
Funny Way Of Laughin',Burl Ives,2993.0,4365
Knock On Wood,Otis & Carla,2986.0,4366
One Too Many Mornings,Beau Brummels,2984.0,4367
The Rains Came,Sir Douglas Quintet,2978.0,4368
My True Confession,Brook Benton,2972.0,4369
Let's Stomp,Bobby Comstock,2971.0,4370
That Old Black Magic,Bobby Rydell,2971.0,4371
A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,2958.0,4372
(You Can't Let The Boy Overpower) The Man In You,Chuck Jackson,2957.0,4373
She Was Only Seventeen (He Was One Year More),Marty Robbins,2955.0,4374
Ding Dong! The Witch Is Dead,The Fifth Estate,2952.0,4375
You Need Love Like I Do (Don't You),Gladys Knight And The Pips,2950.0,4376
You're A Very Lovely Woman,The Merry-Go-Round,2945.0,4377
Talk To Me,Sunny & The Sunglows,2944.0,4378
Happy Years,The Diamonds,2942.0,4379
I Never Felt Like This,Jack Scott,2940.0,4380
New Orleans,Neil Diamond,2939.0,4381
Honky-Tonk Man,Johnny Horton,2936.0,4382
Lazy Lady,Fats Domino,2932.0,4383
It's A Lonely Town (Lonely Without You),Gene McDaniels,2931.0,4384
Sunday For Tea,Peter And Gordon,2930.0,4385
Mr. Dream Merchant,Jerry Butler,2929.0,4386
"Hello Heartache, Goodbye Love",Little Peggy March,2926.0,4387
In My Room,Sagittarius,2920.0,4388
Whispering,Nino Tempo & April Stevens,2920.0,4389
Another Sleepless Night,Jimmy Clanton,2911.0,4390
What Am I Living For,Percy Sledge,2910.0,4391
Juanita Banana,The Peels,2910.0,4392
Along Came Jones,Ray Stevens,2907.0,4393
"The Biplane, Ever More",The Irish Rovers,2906.0,4394
May I Take A Giant Step (Into Your Heart),1910 Fruitgum Co.,2904.0,4395
So Much,Little Anthony And The Imperials,2900.0,4396
Serenata,Sarah Vaughan,2897.0,4397
I Knew It All The Time,The Dave Clark Five,2897.0,4398
Got You On My Mind,Cookie And His Cupcakes,2897.0,4399
Alley-Oop,Hollywood Argyles,2895.0,4400
A World Without Music,Archie Bell & The Drells,2894.0,4401
(You Can't Let The Boy Overpower) The Man In You,The Miracles,2891.0,4402
Come Back,The Five Stairsteps,2891.0,4403
"1, 2, 3, Red Light",1910 Fruitgum Co.,2890.0,4404
"God, Country And My Baby",Johnny Burnette,2889.0,4405
Got A Girl,The Four Preps,2886.0,4406
Man's Temptation,Gene Chandler,2885.0,4407
Thread The Needle,Clarence Carter,2881.0,4408
Lover's Holiday,Peggy Scott & Jo Jo Benson,2878.0,4409
The Father Of Girls,Perry Como,2869.0,4410
She Really Loves You,Timi Yuro,2861.0,4411
Don't Take It So Hard,Paul Revere & The Raiders Featuring Mark Lindsay,2856.0,4412
How About That,Dee Clark,2856.0,4413
All Of Everything,Frankie Avalon,2851.0,4414
Gypsy Woman,Rick Nelson,2840.0,4415
Stranger On The Shore,The Drifters,2839.0,4416
It Could Be We're In Love,The Cryan' Shames,2838.0,4417
Men Are Gettin' Scarce,Joe Tex,2838.0,4418
Missing You,Ray Peterson,2838.0,4419
Shu Rah,Fats Domino,2832.0,4420
The Mocking Bird,The Four Lads,2831.0,4421
Rudolph The Red Nosed Reindeer,The Melodeers,2826.0,4422
Percolator (Twist),Billy Joe & The Checkmates,2824.0,4423
One More Town,The Kingston Trio,2823.0,4424
Thank God And Greyhound,Roy Clark,2817.0,4425
He Don't Really Love You,The Delfonics,2817.0,4426
Soul Train,Classics IV,2808.0,4427
On The Beach (In The Summertime),The 5th Dimension,2808.0,4428
The Things That I Used To Do,James Brown And His Orchestra,2808.0,4429
Love In Them There Hills,The Vibrations,2796.0,4430
Merry-Go-Round,Marv Johnson,2794.0,4431
With Pen In Hand,Vikki Carr,2791.0,4432
Daddy's Little Girl,Al Martino,2788.0,4433
There She Goes,Jerry Wallace,2784.0,4434
Backfield In Motion,Mel And Tim,2783.0,4435
"Sad, Sad Girl And Boy",The Impressions,2783.0,4436
Down The Aisle Of Love,The Quin-Tones,2781.0,4437
You Can't Hurt Me No More,Gene Chandler,2780.0,4438
Let It Be Me,Betty Everett & Jerry Butler,2776.0,4439
Farther On Down The Road,Joe Simon,2770.0,4440
Te-Ta-Te-Ta-Ta,Ernie K-Doe,2770.0,4441
Wade In The Water,Herb Alpert & The Tijuana Brass,2768.0,4442
Fortuneteller,Bobby Curtola,2767.0,4443
A Little Bit Of Soap,The Exciters,2766.0,4444
Lonely Drifter,The O'Jays,2760.0,4445
Canned Ham,Norman Greenbaum,2760.0,4446
One Boy,Joanie Sommers,2759.0,4447
Come Dance With Me,Jay & The Americans,2758.0,4448
I'm The Lonely One,Cliff Richard,2756.0,4449
We're Doing Fine,Dee Dee Warwick,2755.0,4450
I Like It Like That,The Miracles,2755.0,4451
Reach Out For Me,Lou Johnson,2753.0,4452
Telling Lies,Fats Domino,2752.0,4453
Young Love,Lesley Gore,2752.0,4454
I'm Not Afraid,Ricky Nelson,2751.0,4455
We Have Love,Jackie Wilson,2751.0,4456
Don't Tell Me Your Troubles,Don Gibson,2748.0,4457
Tennessee,Jan & Dean,2748.0,4458
Patty Baby,Freddy Cannon,2748.0,4459
Yellow Bird,The Mills Brothers,2747.0,4460
Master Jack,Four Jacks And A Jill,2742.0,4461
So This Is Love,The Castells,2740.0,4462
A Letter From Betty,Bobby Vee,2736.0,4463
Flamingo,Herb Alpert & The Tijuana Brass,2734.0,4464
Smile,Ferrante & Teicher,2726.0,4465
"Hey, Bobba Needle",Chubby Checker,2726.0,4466
You Threw A Lucky Punch,Gene Chandler,2725.0,4467
Halfway To Paradise,Tony Orlando,2721.0,4468
Haunted House,Gene Simmons,2715.0,4469
Since I Met You Baby,Bobby Vee,2710.0,4470
Tell Him I'm Not Home,Chuck Jackson,2707.0,4471
Tunnel Of Love,Doris Day,2704.0,4472
Untie Me,The Tams,2703.0,4473
Coquette,Fats Domino,2701.0,4474
If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,2700.0,4475
Cry Baby Cry,The Angels,2699.0,4476
Happy,The Sunshine Company,2697.0,4477
For My Baby,Brook Benton,2697.0,4478
I Like Your Lovin' (Do You Like Mine),The Chi-lites,2692.0,4479
My Girl Sloopy,The Vibrations,2690.0,4480
Born Again,Sam & Dave,2689.0,4481
Blue Guitar,Richard Chamberlain,2681.0,4482
The Train,1910 Fruitgum Co.,2675.0,4483
The Funky Judge,Bull & The Matadors,2667.0,4484
Good Combination,Sonny & Cher,2665.0,4485
You Are Mine,Frankie Avalon,2665.0,4486
MacArthur Park,Waylon Jennings & The Kimberlys,2664.0,4487
I Do,The Moments,2663.0,4488
That's What Love Is Made Of,The Miracles,2662.0,4489
The Happening,Herb Alpert & The Tijuana Brass,2659.0,4490
Find My Way Back Home,The Nashville Teens,2658.0,4491
Beat The Clock,The McCoys,2655.0,4492
I Make A Fool Of Myself,Frankie Valli,2655.0,4493
Straighten Up Your Heart,Barbara Lewis,2654.0,4494
Twinkle Toes,Roy Orbison,2653.0,4495
Never In A Million Years,Linda Scott,2648.0,4496
A Man Without Love (Quando M'innamoro),Engelbert Humperdinck,2645.0,4497
When You're Gone,Brenda & The Tabulations,2645.0,4498
Lovey Dovey,Otis & Carla,2643.0,4499
Theme From The Wild Angels,Davie Allan And The Arrows,2639.0,4500
Angel On My Shoulder,Shelby Flint,2639.0,4501
You Can Have Her,The Righteous Brothers,2634.0,4502
Heartbreak Hotel,Roger Miller,2633.0,4503
I'll See You In My Dreams,Pat Boone,2628.0,4504
The Impossible Dream,Roger Williams,2627.0,4505
She's Just My Style,Gary Lewis And The Playboys,2627.0,4506
Get Down People,Fabulous Counts,2618.0,4507
Fools Rush In (Where Angels Fear To Tread),Brook Benton,2616.0,4508
Somebody's Watching You,Little Sister,2613.0,4509
Sunshine Games,The Music Explosion,2612.0,4510
The Tip Of My Fingers,Eddy Arnold,2612.0,4511
With Your Love,Jack Scott,2608.0,4512
Guess Who,Jesse Belvin,2606.0,4513
There's No Living Without Your Loving,Peter And Gordon,2598.0,4514
String Along,Rick Nelson,2598.0,4515
Are You Happy,Jerry Butler,2598.0,4516
It Started All Over Again,Brenda Lee,2595.0,4517
Time And The River,Nat King Cole,2594.0,4518
My Marie,Engelbert Humperdinck,2591.0,4519
Stop!,The Moody Blues,2587.0,4520
"Sam, You Made The Pants Too Long",Barbra Streisand,2587.0,4521
Fog Cutter,The Frantics,2586.0,4522
Darling Dear,Smokey Robinson & The Miracles,2583.0,4523
Jimmy's Girl,Johnny Tillotson,2576.0,4524
Somewhere,The Tymes,2562.0,4525
I'm Afraid To Go Home,Brian Hyland,2560.0,4526
Somethin Else,Eddie Cochran,2554.0,4527
The Scavenger,Dick Dale and The Del-Tones,2547.0,4528
The Grass Is Greener,Brenda Lee,2539.0,4529
If You Need Me,Fats Domino,2538.0,4530
"Twist, Twist Senora",Gary U.S. Bonds,2535.0,4531
Don't Tell Your Mama (Where You've Been),Eddie Floyd,2535.0,4532
"Like, Long Hair",Paul Revere & The Raiders,2532.0,4533
West Of The Wall,Toni Fisher,2528.0,4534
Stoned Cowboy,Fantasy,2526.0,4535
He Knows I Love Him Too Much,The Paris Sisters,2526.0,4536
The Beginning Of Loneliness,Dionne Warwick,2525.0,4537
Wrap It Up,Archie Bell & The Drells,2520.0,4538
I'll Be Seeing You,The Five Satins,2519.0,4539
Sky Pilot (Part One),Eric Burdon & The Animals,2517.0,4540
There's A Girl,Jan & Dean,2516.0,4541
We Got A Thing That's In The Groove,The Capitols,2514.0,4542
Brighton Hill,Jackie DeShannon,2512.0,4543
Best Of Both Worlds,Lulu,2511.0,4544
The B.B. Jones,B.B. King,2508.0,4545
Born Too Late,Poni-Tails,2507.0,4546
Big Boy Pete,The Olympics,2495.0,4547
Alfie,Eivets Rednow,2492.0,4548
The Touch Of You,Brenda & The Tabulations,2490.0,4549
Apache,Jorgen Ingmann & His Guitar,2488.0,4550
The James Bond Theme,Billy Strange,2487.0,4551
Do What You Do Do Well,Ned Miller,2486.0,4552
To A Sleeping Beauty,Jimmy Dean,2484.0,4553
It's Got The Whole World Shakin',Sam Cooke,2474.0,4554
Doin' Our Thing,Clarence Carter,2471.0,4555
Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,2469.0,4556
A Letter To The Beatles,The Four Preps,2468.0,4557
I'll Be Home,The Platters,2467.0,4558
I Dig You Baby,Jerry Butler,2464.0,4559
The Stripper,David Rose and His Orchestra,2463.0,4560
"Lonely Boy, Lonely Guitar",Duane Eddy,2462.0,4561
Sandy,Ronny And The Daytonas,2461.0,4562
God Bless Whoever Sent You,The Originals,2456.0,4563
Count Every Star,Linda Scott,2455.0,4564
The Worryin' Kind,Tommy Sands And The Raiders,2454.0,4565
Wishful Thinking,Little Anthony And The Imperials,2452.0,4566
Uptight (Everything's Alright),Nancy Wilson,2452.0,4567
Shirley,John Fred And The Playboys,2450.0,4568
Your Used To Be,Brenda Lee,2449.0,4569
Don't Throw Away All Those Teardrops,Frankie Avalon,2448.0,4570
I Still Love You,The Vejtables,2447.0,4571
Have I Stayed Too Long,Sonny & Cher,2444.0,4572
Summer Means Fun,Bruce & Terry,2439.0,4573
(You're Gonna) Hurt Yourself,Frankie Valli,2438.0,4574
Banzai Pipeline,Henry Mancini And His Orchestra,2430.0,4575
There'll Come A Time,Betty Everett,2426.0,4576
I'm A Better Man,Engelbert Humperdinck,2423.0,4577
Cinnamon Girl,The Gentrys,2422.0,4578
It's All Because,Linda Scott,2410.0,4579
Look For A Star,Garry Miles,2408.0,4580
The Proud One,Frankie Valli,2406.0,4581
United We Stand,The Brotherhood Of Man,2405.0,4582
People Sure Act Funny,Arthur Conley,2402.0,4583
That Old Black Magic,Louis Prima And Keely Smith,2400.0,4584
Wow Wow Wee (He's The Boy For Me),The Angels,2400.0,4585
Little Queenie,Bill Black's Combo,2399.0,4586
Don't Let The Music Slip Away,Archie Bell & The Drells,2399.0,4587
Save Your Heart For Me,Gary Lewis And The Playboys,2399.0,4588
I Love You More And More Every Day,Al Martino,2399.0,4589
You Can Bring Me All Your Heartaches,Lou Rawls,2399.0,4590
Hitchcock Railway,Jose Feliciano,2397.0,4591
One Mint Julep,Chet Atkins,2393.0,4592
I Need Your Loving,Don Gardner And Dee Dee Ford,2392.0,4593
I Wanna Be (Your Everything),The Manhattans,2392.0,4594
Be Bop A-Lula,The Everly Brothers,2392.0,4595
Earth Angel (Will You Be Mine),The Vogues,2388.0,4596
"To Know Him, Is To Love Him",The Teddy Bears,2385.0,4597
Gee Whiz,The Innocents,2384.0,4598
I Wanna Meet You,The Cryan' Shames,2381.0,4599
Jura (I Swear I Love You),Les Paul And Mary Ford,2379.0,4600
Shadrack,Brook Benton,2377.0,4601
The Love Of My Man,Theola Kilgore,2373.0,4602
Scratchy,Travis Wammack,2370.0,4603
Up-Up And Away,Hugh Masekela,2369.0,4604
Don't Let Your Left Hand Know,Joe Tex,2368.0,4605
Walking Along,The Diamonds,2367.0,4606
Whiter Shade Of Pale,R.B. Greaves,2366.0,4607
What Kind Of Fool Do You Think I Am,Bill Deal & The Rhondels,2365.0,4608
Turn The World Around,Eddy Arnold,2364.0,4609
At The Scene,The Dave Clark Five,2360.0,4610
It's So Hard Being A Loser,The Contours,2360.0,4611
Tell It All Brother,Kenny Rogers & The First Edition,2358.0,4612
Heart Be Still,Lorraine Ellison,2358.0,4613
When Julie Comes Around,The Cuff Links,2350.0,4614
It Ain't No Use,Major Lance,2349.0,4615
Wish You Didn't Have To Go,James & Bobby Purify,2346.0,4616
Tennessee Stud,Eddy Arnold,2345.0,4617
It's Raining Outside,The Platters,2344.0,4618
"Jane, Jane, Jane",The Kingston Trio,2344.0,4619
Nothin' Shakin',Eddie Fontaine,2343.0,4620
Guess Things Happen That Way,Johnny Cash And The Tennessee Two,2342.0,4621
What Am I Going To Do Without Your Love,Martha & The Vandellas,2339.0,4622
It's Just A House Without You,Brook Benton,2336.0,4623
I'm Down To My Last Heartbreak,Wilson Pickett,2335.0,4624
Cinderella Sunshine,Paul Revere & The Raiders Featuring Mark Lindsay,2334.0,4625
Marlena,The 4 Seasons,2332.0,4626
Is It Something You've Got,Tyrone Davis,2329.0,4627
Jerk And Twine,Jackie Ross,2327.0,4628
Stand By Me,Spyder Turner,2327.0,4629
Our Winter Love,The Lettermen,2327.0,4630
Get Him,The Exciters,2323.0,4631
Where Do I Go,Carla Thomas,2322.0,4632
You Don't Know What It Means,Jackie Wilson,2321.0,4633
Shutters And Boards,Jerry Wallace,2318.0,4634
Attack,The Toys,2317.0,4635
You Are My Sunshine,Johnny And The Hurricanes,2315.0,4636
Theme From Hatari!,Henry Mancini And His Orchestra,2314.0,4637
Let Me Back In,Tyrone Davis,2311.0,4638
Crazy Country Hop,Johnny Otis,2311.0,4639
Ta Ta,Clyde McPhatter,2307.0,4640
Little Miss Blue,Dion,2306.0,4641
He's In Town,The Tokens,2306.0,4642
You Don't Have To Be A Tower Of Strength,Gloria Lynne,2305.0,4643
Gotta Travel On,Timi Yuro,2302.0,4644
"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,2299.0,4645
Giving Up On Love,Jerry Butler,2298.0,4646
30-60-90,Willie Mitchell,2298.0,4647
Battle Of New Orleans,Harpers Bizarre,2296.0,4648
I Cried,Tammy Montgomery,2294.0,4649
Dear Ivan,Jimmy Dean,2293.0,4650
Every Day I Have To Cry,Steve Alaimo,2290.0,4651
I've Got To Have A Reason,The Dave Clark Five,2287.0,4652
Sugar On Sunday,The Clique,2281.0,4653
Spanish Harlem,King Curtis,2280.0,4654
Midnight Mary,Joey Powers,2279.0,4655
Like A Baby,Len Barry,2278.0,4656
Where Am I Going?,Barbra Streisand,2275.0,4657
Every Night (Without You),Paul Anka,2274.0,4658
The Ties That Bind,Brook Benton,2269.0,4659
On The Dock Of The Bay,The Dells,2267.0,4660
Something's On Her Mind,The 4 Seasons,2266.0,4661
Naturally Stoned,The Avant-Garde,2264.0,4662
Heart's Desire,Billy Joe Royal,2260.0,4663
Out Of My Mind,Johnny Tillotson,2260.0,4664
It's Your World,Marty Robbins,2260.0,4665
Shout Bamalama,Mickey Murray,2258.0,4666
Theme From Lawrence Of Arabia,Ferrante & Teicher,2258.0,4667
Always Something There To Remind Me,R.B. Greaves,2255.0,4668
You Got Soul,Johnny Nash,2254.0,4669
Sunday,The Moments,2252.0,4670
I'm Into Somethin' Good,Earl-Jean,2250.0,4671
Do You See My Love (For You Growing),Jr. Walker & The All Stars,2250.0,4672
She Belongs To Me,Rick Nelson,2250.0,4673
Show Business,Lou Rawls,2245.0,4674
Good Time Music,The Beau Brummels,2244.0,4675
Ain't It A Shame,Major Lance,2242.0,4676
Baby Please Come Back Home,J.J. Barnes,2242.0,4677
Wild Weekend,The Rebels,2240.0,4678
To Be A Lover,Gene Chandler,2237.0,4679
1900 Yesterday,Liz Damon's Orient Express,2235.0,4680
"Turn Around, Look At Me",Glen Campbell,2234.0,4681
Funny How Time Slips Away,Jimmy Elledge,2232.0,4682
I Can Make It With You,Jackie DeShannon,2230.0,4683
Twistin' U.S.A.,Chubby Checker,2230.0,4684
What Good Am I Without You,Marvin Gaye & Kim Weston,2229.0,4685
One Step At A Time,Maxine Brown,2228.0,4686
The Lady Came From Baltimore,Bobby Darin,2227.0,4687
Broomstick Cowboy,Bobby Goldsboro,2226.0,4688
I'm So Lonesome I Could Cry,B.J. Thomas And The Triumphs,2224.0,4689
Baby Take Me In Your Arms,Jefferson,2223.0,4690
Stir It Up And Serve It,Tommy Roe,2214.0,4691
I'll Be With You In Apple Blossom Time,Wayne Newton,2212.0,4692
Your Time To Cry,Joe Simon,2211.0,4693
"Mixed-Up, Shook-Up, Girl",Patty & The Emblems,2210.0,4694
All I Have,The Moments,2210.0,4695
Think About Your Children,Mary Hopkin,2208.0,4696
I'm Better Off Without You,The Main Ingredient,2208.0,4697
A Perfect Love,Frankie Avalon,2207.0,4698
Lover Come Back,Doris Day,2206.0,4699
I Don't Love You No More (I Don't Care About You),Jimmy Norman,2202.0,4700
Don't Go Out Into The Rain (You're Going To Melt),Herman's Hermits,2199.0,4701
"Piove (Ciao, Ciao Bambina)",Domenico Modugno,2194.0,4702
Shadows,5 Satins,2189.0,4703
Seven Day Weekend,Gary U.S. Bonds,2186.0,4704
Butterfly Baby,Bobby Rydell,2180.0,4705
I'll Take Good Care Of You,Garnet Mimms,2179.0,4706
The Ballad Of Irving,Frank Gallop,2172.0,4707
Great Balls Of Fire,Tiny Tim,2171.0,4708
A Woman's Hands,Joe Tex,2167.0,4709
I Wonder What She's Doing Tonite,Tommy Boyce & Bobby Hart,2167.0,4710
I'm A Drifter,Bobby Goldsboro,2166.0,4711
Don't You Believe It,Andy Williams,2160.0,4712
Bad To Me,Billy J. Kramer With The Dakotas,2158.0,4713
Darling Lorraine,The Knockouts,2154.0,4714
Second Fiddle Girl,Barbara Lynn,2154.0,4715
Tragedy,Brian Hyland,2153.0,4716
Beans In My Ears,The Serendipity Singers,2151.0,4717
I Take What I Want,James & Bobby Purify,2151.0,4718
You Mean The World To Me,David Houston,2146.0,4719
The Son Of Hickory Holler's Tramp,O.C. Smith,2145.0,4720
The Dreamer,Neil Sedaka,2141.0,4721
Hey! Baby,Jose Feliciano,2140.0,4722
A Little Bitty Tear,Wanda Jackson,2140.0,4723
He Ain't No Angel,The Ad Libs,2138.0,4724
Hand It Over,Chuck Jackson,2138.0,4725
Your Baby's Gone Surfin',Duane Eddy,2137.0,4726
Robbin' The Cradle,Tony Bellus,2137.0,4727
A Woman Can Change A Man,Joe Tex,2136.0,4728
It Happened Today,The Skyliners,2135.0,4729
Rumors,Johnny Crawford,2134.0,4730
I Feel A Sin Coming On,Solomon Burke,2132.0,4731
Twistin' With Linda,The Isley Brothers,2132.0,4732
Blind Man,Bobby Bland,2129.0,4733
The Letter,Joe Cocker with Leon Russell & The Shelter People,2129.0,4734
You're Making A Mistake,The Platters,2127.0,4735
The Story Of My Love,Conway Twitty,2125.0,4736
Hurtin' Inside,Brook Benton,2123.0,4737
Yessiree,Linda Scott,2121.0,4738
The Men In My Little Girl's Life,Mike Douglas,2121.0,4739
Truly Julie's Blues (I'll Be There),Bob Lind,2120.0,4740
Fried Onions,Lord Rockingham's XI,2118.0,4741
Girls,Major Lance,2117.0,4742
Silver Threads And Golden Needles,The Cowsills,2117.0,4743
Call Me Mr. In-Between,Burl Ives,2116.0,4744
I Love Onions,Susan Christie,2116.0,4745
"Ob-La-Di, Ob-La-Da",Arthur Conley,2115.0,4746
The Morning Side Of The Mountain,Tommy Edwards,2114.0,4747
Tequila Twist,The Champs,2111.0,4748
Shimmy Like Kate,The Olympics,2105.0,4749
Black Sheep,Sam The Sham and the Pharaohs,2105.0,4750
Sal's Got A Sugar Lip,Johnny Horton,2100.0,4751
Let Me Go To Him,Dionne Warwick,2097.0,4752
Bandit Of My Dreams,Eddie Hodges,2097.0,4753
Steel Men,Jimmy Dean,2094.0,4754
One Summer Night,The Diamonds,2093.0,4755
Portrait Of My Love,The Tokens,2091.0,4756
Snap Your Fingers,Barbara Lewis,2091.0,4757
If You Love Me,LaVern Baker,2088.0,4758
You've Lost That Lovin' Feeling,Dionne Warwick,2086.0,4759
Chelsea Morning,Judy Collins,2085.0,4760
Fools Rush In,Etta James,2084.0,4761
No Good To Cry,The Wildweeds,2082.0,4762
I Miss You So,Little Anthony And The Imperials,2082.0,4763
Faraway Star,The Chordettes,2079.0,4764
The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,2079.0,4765
"Whoever Finds This, I Love You",Mac Davis,2073.0,4766
We Know We're In Love,Lesley Gore,2071.0,4767
I've Been Around,Fats Domino,2069.0,4768
The Cat In The Window (The Bird In The Sky),Petula Clark,2067.0,4769
Devil's Angels,Davie Allen And The Arrows,2065.0,4770
"I Like It Like That, Part 1",Chris Kenner,2059.0,4771
That's What Girls Are Made For,The Spinners,2053.0,4772
Mama (He Treats Your Daughter Mean),Ruth Brown,2048.0,4773
Sometimes I Wonder,Major Lance,2047.0,4774
Airplane Song (My Airplane),The Royal Guardsmen,2046.0,4775
You Don't Know What You've Got (Until You Lose It),Ral Donner,2046.0,4776
In A Moment,The Intrigues,2039.0,4777
What Would I Do,Mickey & Sylvia,2039.0,4778
Psycho,Bobby Hendricks,2038.0,4779
Little Green Apples,Patti Page,2036.0,4780
Strange Are The Ways Of Love,Gogi Grant,2031.0,4781
Ida Jane,Fats Domino,2030.0,4782
Vaya Con Dios,The Drifters,2028.0,4783
Carmen,Herb Alpert & The Tijuana Brass,2028.0,4784
I Wanna Thank You,Bobby Rydell,2027.0,4785
I Dig Girls,Bobby Rydell,2025.0,4786
Prisoner's Song,Warren Storm,2020.0,4787
I'll See Him Through,Tammy Wynette,2017.0,4788
Too Hot To Hold,Major Lance,2017.0,4789
Harry The Hairy Ape,Ray Stevens,2014.0,4790
Just A Little Bit,Little Milton,2013.0,4791
Who's Your Baby?,The Archies,2012.0,4792
Lookin' For A Love,The Valentinos,2011.0,4793
The Bilbao Song,Andy Williams,2008.0,4794
The Greatest Hurt,Jackie Wilson,2007.0,4795
Deeper & Deeper,Freda Payne,2006.0,4796
A Tear Fell,Ray Charles,2004.0,4797
Still Waters Run Deep,Brook Benton,2003.0,4798
Hey Little One,Dorsey Burnette,2000.0,4799
Little Mary,Fats Domino,1996.0,4800
Don't Fence Me In,Tommy Edwards,1993.0,4801
Where,The Platters,1991.0,4802
Dance With Me,The Mojo Men,1988.0,4803
Hurt,Little Anthony And The Imperials,1988.0,4804
Long Lonesome Highway,Michael Parks,1985.0,4805
Malagueña,Connie Francis,1984.0,4806
The Hunch,Paul Gayten,1983.0,4807
Are You Really Mine,Jimmie Rodgers,1978.0,4808
Theme From A Summer Place,The Ventures,1974.0,4809
Feel So Bad,Little Milton,1974.0,4810
Back To The Hop,Danny & The Juniors,1969.0,4811
Come On,Tommy Roe,1964.0,4812
Take A Look Around,Smith,1963.0,4813
I Miss You So,Paul Anka,1960.0,4814
The Pain Gets A Little Deeper,Darrow Fletcher,1960.0,4815
I Cried My Last Tear,Ernie K-Doe,1958.0,4816
Breaking Up Is Hard To Do,The Happenings,1957.0,4817
Forever,The Little Dippers,1954.0,4818
How Nice It Is,Billy Stewart,1953.0,4819
Over The Rainbow,The Demensions,1953.0,4820
Well I'm Your Man,Johnny Tillotson,1946.0,4821
Washed Ashore (On A Lonely Island In The Sea),The Platters,1944.0,4822
Closer To Home (I'm Your Captain),Grand Funk Railroad,1944.0,4823
Sausalito (Is The Place To Go),Ohio Express,1943.0,4824
Keep The One You Got,Joe Tex,1942.0,4825
Quite A Party,The Fireballs,1940.0,4826
Not One Minute More,Della Reese,1940.0,4827
Bermuda,Linda Scott,1933.0,4828
Rock 'N' Roll Woman,The Buffalo Springfield,1933.0,4829
For Your Precious Love,Garnet Mimms & The Enchanters,1932.0,4830
Please Tell Me Why,The Dave Clark Five,1928.0,4831
Al Di La',Emilio Pericoli,1925.0,4832
Every Day I Have The Blues,Billy Stewart,1925.0,4833
Here She Comes,The Tymes,1924.0,4834
What Do You Want With Me,Chad & Jeremy,1923.0,4835
Take My Love (I Want To Give It All To You),Little Willie John,1918.0,4836
"No, No, No",The Chanters,1915.0,4837
Riot,Hugh Masekela,1914.0,4838
Cerveza,Bert Kaempfert And His Orchestra,1914.0,4839
Girl I Need You,The Artistics,1911.0,4840
Popeye (The Hitchhiker),Chubby Checker,1909.0,4841
Melancholy Music Man,The Righteous Brothers,1902.0,4842
Pearl Time,Andre Williams,1899.0,4843
Joey's Song,Bill Haley And His Comets,1897.0,4844
Will Power,The Cookies,1897.0,4845
Son-In-Law,The Blossoms,1896.0,4846
Natural Born Lover,Fats Domino,1895.0,4847
You Cheated,The Slades,1894.0,4848
Lonely Street,Clarence Henry,1893.0,4849
Because Of You,Chris Montez,1885.0,4850
Tonight's The Night,The Chiffons,1883.0,4851
Why Not Tonight,Jimmy Hughes,1882.0,4852
You're A Sweetheart,Little Willie John,1880.0,4853
The Hula Hoop Song,Georgia Gibbs,1874.0,4854
Jennifer Tomkins,Street People,1874.0,4855
She'll Be There,Vikki Carr,1873.0,4856
If My Pillow Could Talk,Connie Francis,1868.0,4857
Our World,Blue Mink,1861.0,4858
Super Bad (Part 1 & Part 2),James Brown,1856.0,4859
Crystal Chandelier,Vic Dana,1855.0,4860
Baby Be Mine,The Jelly Beans,1852.0,4861
Apache,Sonny James,1851.0,4862
Have You Looked Into Your Heart,Jerry Vale,1846.0,4863
The Letter,The Arbors,1845.0,4864
Patch Of Blue,Frankie Valli & The 4 Seasons,1838.0,4865
Hush-Hush,Jimmy Reed,1835.0,4866
I'll Take You Where The Music's Playing,The Drifters,1827.0,4867
I'm Not My Brothers Keeper,The Flaming Ember,1827.0,4868
Get The Message,Brian Hyland,1826.0,4869
