,song,artist,sum,count,lastfm_count
4622,Don't It Make You Want To Go Home,Brook Benton With The Dixie Flyers,427,7,5.0
4623,Even The Bad Times Are Good,The Tremeloes,340,7,39436.0
4624,Don't Go To Strangers,Etta Jones,497,7,41339.0
4625,Evening Rain,Earl Grant,528,7,457.0
4626,Don't Go Out Into The Rain (You're Going To Melt),Herman's Hermits,290,7,2199.0
4627,Don't Give Up,Petula Clark,390,7,4190.0
4628,I've Been Loving You Too Long,Ike & Tina Turner,571,7,24185.0
4629,I've Got Dreams To Remember,Otis Redding,375,7,277986.0
4630,I've Got Sand In My Shoes,The Drifters,308,7,10883.0
4631,Don't Make My Baby Blue,Frankie Laine,453,7,1547.0
4632,Don't Ever Leave Me,Connie Francis,395,7,51828.0
4633,Every Step Of The Way,Johnny Mathis,297,7,267.0
4634,I've Got To Have A Reason,The Dave Clark Five,437,7,2287.0
4635,"Don't Cry, Baby",Etta James,332,7,153587.0
4636,Baby You Got It,Brenton Wood,370,7,28485.0
4637,I've Gotta Make You Love Me,Steam,451,7,183.0
4638,Don't Cry No More,Bobby Bland,562,7,17348.0
4639,Ice Cream Song,The Dynamics,476,7,3997.0
4640,"Don't Believe Him, Donna",Lenny Miles,418,7,172.0
4641,I Still Get Jealous,Louis Armstrong And The All Stars,394,7,1612.0
4642,If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,368,7,1273.0
4643,If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,494,7,2700.0
4644,If I Didn't Love You,Chuck Jackson,407,7,1066.0
4645,I Still Get A Thrill (Thinking Of You),Joni James,470,7,5732.0
4646,I'm So Thankful,The Ikettes,585,7,3076.0
4647,I'm So Glad I Fell For You,David Ruffin,447,7,7486.0
4648,Don't Ask Me To Be Friends,The Everly Brothers,454,7,1185.0
4649,I'm Confessin' (That I Love You),Frank Ifield,512,7,171.0
4650,Drownin' My Sorrows,Connie Francis,375,7,17687.0
4651,I'll Try Something New,Supremes & Temptations,223,7,75.0
4652,"Baby, Baby, Baby",Sam Cooke,544,7,11764.0
4653,I'm A Better Man,Engelbert Humperdinck,359,7,2423.0
4654,Dreams Of The Everyday Housewife,Wayne Newton,525,7,60.0
4655,Drums Are My Beat,Sandy Nelson,304,7,3416.0
4656,I'll Keep You Satisfied,Billy J. Kramer With The Dakotas,337,7,677.0
4657,I'll Keep Holding On,The Marvelettes,407,7,52857.0
4658,I'm A Midnight Mover,Wilson Pickett,309,7,33296.0
4659,I'll Hold Out My Hand,The Clique,416,7,582.0
4660,"I'm Comin' Home, Cindy",Trini Lopez,370,7,455.0
4661,I'll Cry Instead,The Beatles,264,7,1031251.0
4662,I'll Bet You,Funkadelic,520,7,45546.0
4663,Early In The Morning,Buddy Holly,285,7,129691.0
4664,Down By The River,Buddy Miles,538,7,31226.0
4665,I'm Saving My Love,Skeeter Davis,373,7,10891.0
4666,Bird Dance Beat,The Trashmen,332,7,30783.0
4667,Earth Angel,Johnny Tillotson,443,7,7053.0
4668,I'll Be Seeing You,Frank Sinatra,469,7,87710.0
4669,I'm Going Back To School,Dee Clark,444,7,106.0
4670,I'll Always Love You,The Spinners,357,7,22686.0
4671,"Baby, Don't You Cry (The New Swingova Rhythm)",Ray Charles and his Orchestra,405,7,0.0
4672,Don't You Worry,Don Gardner And Dee Dee Ford,522,7,193.0
4673,Don't Wait Too Long,Tony Bennett,508,7,66458.0
4674,"Don't Try To Fight It, Baby",Eydie Gorme,465,7,90.0
4675,Don't Tell Your Mama (Where You've Been),Eddie Floyd,593,7,2535.0
4676,I Wish I'd Never Been Born,Patti Page,474,7,33.0
4677,I Wish I Were A Princess,Little Peggy March,345,7,7698.0
4678,I Will Love You,Richard Chamberlain,534,7,245.0
4679,I Was Kaiser Bill's Batman,Whistling Jack Smith,242,7,11650.0
4680,Don't Be A Drop-Out,James Brown And The Famous Flames,472,7,54.0
4681,Domino,Van Morrison,272,7,558125.0
4682,For Lovin' Me,"Peter, Paul & Mary",315,7,29171.0
4683,First Taste Of Love,Ben E. King,465,7,11336.0
4684,It's A Lonely Town (Lonely Without You),Gene McDaniels,537,7,2931.0
4685,Back On The Street Again,The Sunshine Company,371,7,6075.0
4686,Deeper (In Love With You),The O'Jays,481,7,6667.0
4687,I Keep Forgettin',Chuck Jackson,469,7,3165.0
4688,Fire,Five By Five,455,7,3137.0
4689,Big Bopper's Wedding,Big Bopper,363,7,8221.0
4690,First Of May,Bee Gees,347,7,161510.0
4691,I Guess The Lord Must Be In New York City,Nilsson,361,7,88360.0
4692,Dear Ivan,Jimmy Dean,281,7,2293.0
4693,It's Gonna Be Alright,Maxine Brown,541,7,1205.0
4694,I Guess I'll Always Love You,The Isley Brothers,497,7,42660.0
4695,It's Got The Whole World Shakin',Sam Cooke,357,7,2474.0
4696,Dear Heart,Henry Mancini And His Orchestra,574,7,11982.0
4697,It's Impossible,Perry Como,358,7,79413.0
4698,I Got You Babe,Etta James,529,7,28766.0
4699,I Like The Way,Tommy James And The Shondells,274,7,13220.0
4700,Flaming Star,Elvis Presley With The Jordanaires,242,7,36268.0
4701,It's Just About Time,Johnny Cash And The Tennessee Two,432,7,382.0
4702,It's Nice To Be With You,The Monkees,396,7,26841.0
4703,I Got A Woman,Freddie Scott,477,7,77.0
4704,It's Over,Eddy Arnold,583,7,100.0
4705,It's Over,Jimmie Rodgers,389,7,934.0
4706,It's So Nice,Jackie DeShannon,622,7,1314.0
4707,Day After Day (It's Slippin' Away),Shango,527,7,95.0
4708,It's The Little Things,Sonny & Cher,442,7,4434.0
4709,It's Too Soon To Know,Etta James,500,7,7364.0
4710,I Found A True Love,Wilson Pickett,368,7,16325.0
4711,Big Big World,Johnny Burnette,508,7,3722.0
4712,It's Wonderful,The Young Rascals,247,7,1454.0
4713,I Found A Girl,Jan & Dean,347,7,3316.0
4714,"Blah, Blah, Blah",Nicola Paone,508,7,82.0
4715,I Lost My Baby,Joey Dee,526,7,150.0
4716,Big Man In Town,The 4 Seasons Featuring the Sound of Frankie Valli,244,7,1.0
4717,Do The Boomerang,Jr. Walker & The All Stars,396,7,11811.0
4718,Everybody Monkey,Freddy Cannon,434,7,372.0
4719,Everybody Needs Somebody To Love,Wilson Pickett,334,7,100877.0
4720,I Really Love You,Dee Dee Sharp,595,7,8855.0
4721,Do You Want To Dance,Del Shannon,392,7,9270.0
4722,Baby What I Mean,The Drifters,511,7,1385.0
4723,I Promise To Wait My Love,Martha Reeves & The Vandellas,508,7,7968.0
4724,Do You Mind?,Andy Williams,566,7,692.0
4725,I Pity The Fool,Bobby Bland,462,7,52332.0
4726,I Need You,The Impressions,528,7,5603.0
4727,In My Room (El Amor),Verdelle Smith,517,7,107.0
4728,"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,414,7,3526.0
4729,Do The Choo Choo,Archie Bell & The Drells,371,7,5036.0
4730,In The Chapel In The Moonlight,Dean Martin,266,7,66777.0
4731,In The Heat Of The Night,Ray Charles,379,7,33454.0
4732,In The Midnight Hour,The Mirettes,383,7,518.0
4733,It Hurts Me,Elvis Presley With The Jordanaires,289,7,58677.0
4734,In The Misty Moonlight,Dean Martin,399,7,41642.0
4735,In The Still Of The Night,Dion & The Belmonts,414,7,24135.0
4736,I Must Be Seeing Things,Gene Pitney,310,7,7542.0
4737,I Miss You So,Little Anthony And The Imperials,371,7,2082.0
4738,Inside-Looking Out,The Animals,389,7,19370.0
4739,Distant Drums,Jim Reeves,454,7,65482.0
4740,Dirty Man,Laura Lee,565,7,37716.0
4741,Is Anybody Goin' To San Antone,Charley Pride,553,7,71730.0
4742,I May Not Live To See Tomorrow,Brian Hyland,531,7,356.0
4743,Fancy Pants,Al (He's the King) Hirt,431,7,1.0
4744,Didn't You Know (You'd Have To Cry Sometime),Gladys Knight And The Pips,518,7,18121.0
4745,Is It Something You've Got,Tyrone Davis,367,7,2329.0
4746,I Love You So,Bobbi Martin,550,7,77.0
4747,Black Magic Woman,Santana,156,7,1210389.0
4748,He's A Good Guy (Yes He Is),The Marvelettes,502,7,9429.0
4749,I'll Remember (In The Still Of The Night),Santo & Johnny,479,7,1015.0
4750,Looking For Love,Connie Francis,423,7,30696.0
4751,Good Golly Miss Molly,The Swinging Blue Jeans,391,7,72542.0
4752,Going Going Gone,Brook Benton,360,7,532.0
4753,Be True To Yourself,Bobby Vee,360,7,22924.0
4754,Love Me Two Times,The Doors,315,7,3818808.0
4755,Be Careful Of Stones That You Throw,Dion,329,7,782.0
4756,Green Light,The American Breed,368,7,1647.0
4757,Can't Satisfy,The Impressions,501,7,12056.0
4758,Gonna Get Along Without You Now,Skeeter Davis,452,7,30246.0
4759,Can't Seem To Make You Mine,The Seeds,386,7,373742.0
4760,Gonna Send You Back To Georgia (A City Slick),Timmy Shaw,405,7,98.0
4761,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,339,7,2342.0
4762,Bring A Little Lovin',Los Bravos,448,7,10788.0
4763,Gotta Have Rain,Eydie Gorme,549,7,28.0
4764,Gonna Give Her All The Love I've Got,Jimmy Ruffin,333,7,61986.0
4765,Love Letters,Elvis Presley,237,7,140181.0
4766,Bye Bye Barbara,Johnny Mathis,470,7,290.0
4767,Bucket T,Ronny And The Daytonas,477,7,384.0
4768,He Says The Same Things To Me,Skeeter Davis,405,7,1792.0
4769,Hard To Handle,Otis Redding,450,7,524128.0
4770,Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,291,7,10565.0
4771,Beautiful People,Bobby Vee And The Strangers,359,7,11.0
4772,Can't Find The Time,Orpheus,602,7,4167.0
4773,Beautiful People,Kenny O'Dell,356,7,405.0
4774,Lumberjack,Brook Benton,452,7,502.0
4775,Love (Makes Me Do Foolish Things),Martha & The Vandellas,603,7,27545.0
4776,Broomstick Cowboy,Bobby Goldsboro,436,7,2226.0
4777,Lovesick Blues,Frank Ifield,404,7,25172.0
4778,Long Lonely Nights,Bobby Vinton,249,7,1683.0
4779,Bossa Nova U.S.A.,The Dave Brubeck Quartet,580,7,17458.0
4780,"Have You Seen Your Mother, Baby, Standing In The Shadow?",The Rolling Stones,151,7,221835.0
4781,Can You Jerk Like Me,The Contours,462,7,5236.0
4782,Groovy Summertime,The Love Generation,580,7,1224.0
4783,Got My Mojo Working (Part I),Jimmy Smith,451,7,16.0
4784,Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,370,7,28.0
4785,Lovin' Things,The Grass Roots,412,7,6602.0
4786,Halfway To Paradise,Bobby Vinton,251,7,8335.0
4787,Lost Love,H.B. Barnum,395,7,489.0
4788,Half-Breed,Marvin Rainwater,555,7,33.0
4789,Ha Ha Said The Clown,The Yardbirds,431,7,13332.0
4790,"Look At Granny Run, Run",Howard Tate,561,7,4545.0
4791,C.C. Rider,Bobby Powell,566,7,846.0
4792,Long Green,The Fireballs,565,7,131.0
4793,Long As The Rose Is Red,Florraine Darlin,519,7,157.0
4794,Bye Bye Blues,Bert Kaempfert And His Orchestra,458,7,589.0
4795,Good Night Baby,The Butterflys,464,7,6645.0
4796,Lucretia Mac Evil,"Blood, Sweat & Tears",262,7,30656.0
4797,Buy For Me The Rain,The Nitty Gritty Dirt Band,396,7,8475.0
4798,"Louie, Louie",The Sandpipers,314,7,3166.0
4799,Look Through My Window,The Mamas & The Papas,265,7,127474.0
4800,But Not For Me,Ketty Lester,377,7,691.0
4801,Break Away (From That Boy),The Newbeats,386,7,408.0
4802,Good Guys Only Win In The Movies,Mel And Tim,411,7,127.0
4803,Goodbye My Lover Goodbye,The Searchers,458,7,9.0
4804,Gotta Travel On,Timi Yuro,553,7,2302.0
4805,Love Uprising,Otis Leaville,555,7,75.0
4806,Happy Days,Marv Johnson,529,7,302.0
4807,Love Is Blue,Al Martino,437,7,1494.0
4808,Look To Your Soul,Johnny Rivers,386,7,3271.0
4809,Be Mad Little Girl,Bobby Darin,501,7,259.0
4810,Love Is All We Need,Vic Dana,476,7,134.0
4811,Goodnight,Roy Orbison,220,7,25459.0
4812,Love Is All I Have To Give,"The Checkmates, Ltd.",522,7,478.0
4813,Love Is A 5-Letter Word,James Phelps,565,7,109.0
4814,Another Cup Of Coffee,Brook Benton,416,7,753.0
4815,Goodbye My Love,James Brown,349,7,4569.0
4816,Happy Weekend,Dave Baby Cortez,560,7,44.0
4817,Gravy Waltz,Steve Allen,564,7,308.0
4818,Somebody Have Mercy,Sam Cooke,466,6,101625.0
4819,Airplane Song (My Airplane),The Royal Guardsmen,353,6,2046.0
4820,Goodbye Baby (I Don't Want To See You Cry),Tommy Boyce & Bobby Hart,361,6,221.0
4821,Guitar Man,Elvis Presley,330,6,190346.0
4822,Cabaret,Herb Alpert & The Tijuana Brass,469,6,5875.0
4823,It's Gonna Be Fine,Glenn Yarbrough,426,6,127.0
4824,Merry-Go-Round,Marv Johnson,455,6,2794.0
4825,Somebody Like Me,Eddy Arnold,409,6,8208.0
4826,Somebody Else Is Taking My Place,Al Martino,375,6,83.0
4827,Back Door Man,Derek,433,6,73.0
4828,It Feels So Right,Elvis Presley With The Jordanaires,400,6,35804.0
4829,Back In Love Again,The Buckinghams,405,6,5407.0
4830,"Good, Good Lovin'",Chubby Checker,329,6,1801.0
4831,Flamingo,Herb Alpert & The Tijuana Brass,242,6,2734.0
4832,The Impossible Happened,Little Peggy March,392,6,1187.0
4833,What Good Am I Without You,Marvin Gaye & Kim Weston,437,6,2229.0
4834,Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,402,6,103.0
4835,The Burning Of Atlanta,Claude King,385,6,233.0
4836,Something,The Beatles,57,6,5623107.0
4837,"I Got A Thing, You Got A Thing, Everybody's Got A Thing",Funkadelic,530,6,64858.0
4838,The Cat,Jimmy Smith,449,6,79964.0
4839,I Got A Woman,Rick Nelson,365,6,428.0
4840,A Tribute To A King,William Bell,539,6,44532.0
4841,Follow Me,Lyme & Cybelle,448,6,24010.0
4842,Time Machine,Dante and the Evergreens,500,6,258.0
4843,Sleepy Joe,Herman's Hermits,448,6,13691.0
4844,Please Say You're Fooling,Ray Charles and his Orchestra,425,6,2.0
4845,Isn't It Lonely Together,O.C. Smith,418,6,59.0
4846,Did You Ever,The Hullaballoos,519,6,169.0
4847,It Could Happen To You,Dinah Washington,421,6,11649.0
4848,Flower Of Love,The Crests featuring Johnny Mastro,509,6,0.0
4849,Tonight,Eddie Fisher,360,6,201.0
4850,Someday Soon,Judy Collins,429,6,26922.0
4851,Pledging My Love,Johnny Tillotson,449,6,1487.0
4852,It May Be Winter Outside (But In My Heart It's Spring),Felice Taylor,344,6,402.0
4853,You're The One,The Marvelettes,354,6,6585.0
4854,Poor Baby,The Cowsills,382,6,4546.0
4855,I Love An Angel,Little Bill and The Bluenotes,444,6,13.0
4856,Time After Time,Frankie Ford,524,6,210.0
4857,Dedicated Follower Of Fashion,The Kinks,307,6,541947.0
4858,What's The Reason,Bobby Edwards,456,6,21.0
4859,To Susan On The West Coast Waiting,Donovan,294,6,55127.0
4860,So Long Dearie,Louis Armstrong,401,6,3416.0
4861,To Wait For Love,Herb Alpert,326,6,92.0
4862,It's All Over,Walter Jackson,468,6,3478.0
4863,So Excited,B.B. King,395,6,56307.0
4864,Fell In Love On Monday,Fats Domino,279,6,1213.0
4865,Delta Lady,Joe Cocker,506,6,201389.0
4866,Snow Flake,Jim Reeves,444,6,1517.0
4867,Ain't That Just Like Me,The Searchers,432,6,7032.0
4868,Love Of My Life,The Everly Brothers,404,6,20026.0
4869,Love Of The Common People,The Winstons,355,6,931.0
4870,It's A Man Down There,G.L. Crockett,451,6,1347.0
4871,Feeling Alright,Joe Cocker,466,6,106345.0
4872,Pretty World,Sergio Mendes & Brasil '66,444,6,32311.0
4873,What've I Done (To Make You Mad),Linda Jones,459,6,618.0
4874,Black Sheep,Sam The Sham and the Pharaohs,469,6,2105.0
4875,Porpoise Song,The Monkees,399,6,93852.0
4876,Private Number,Judy Clay & William Bell,460,6,31074.0
4877,When I Get Thru With You (You'll Love Me Too),Patsy Cline,386,6,15072.0
4878,Love Me Tender,Percy Sledge,326,6,11802.0
4879,Back On My Feet Again,The Foundations,412,6,11409.0
4880,Tomorrow Tomorrow,Bee Gees,341,6,3937.0
4881,Smile,Timi Yuro,351,6,5416.0
4882,"I Guess I'll Have To Cry, Cry, Cry",James Brown And The Famous Flames,378,6,40.0
4883,It's Cold Outside,The Choir,448,6,41672.0
4884,Love Me With All Of Your Heart,The Bachelors,323,6,188.0
4885,What'd I Say,Elvis Presley With The Jubilee Four And Carole Lombard Quartet,180,6,1.0
4886,Smile,Tony Bennett,494,6,50904.0
4887,I Like Your Lovin' (Do You Like Mine),The Chi-lites,496,6,2692.0
4888,Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,331,6,18.0
4889,Dear Prudence,The 5 Stairsteps,435,6,3471.0
4890,To Each His Own,Frankie Laine,540,6,186.0
4891,"Be Young, Be Foolish, Be Happy",The Tams,402,6,34793.0
4892,Whatever You Want,Jerry Butler,458,6,1233.0
4893,Big Boss Man,Elvis Presley,298,6,46672.0
4894,Pay Back,Etta James,502,6,9856.0
4895,Day For Decision,Johnny Sea,303,6,214.0
4896,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,359,6,0.0
4897,Joy,Mitch Ryder,384,6,286.0
4898,Cry Softly Lonely One,Roy Orbison,355,6,7633.0
4899,A Satisfied Mind,Bobby Hebb,330,6,5417.0
4900,"Past, Present And Future",The Shangri-Las,434,6,60700.0
4901,A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,502,6,555.0
4902,Cryin' In The Streets (Part 1),George Perkins & The Silver Stars,404,6,617.0
4903,Who Needs Ya,Steppenwolf,381,6,56115.0
4904,Forever,The Marvelettes,539,6,23304.0
4905,Crying,Jay & The Americans,234,6,8368.0
4906,Mighty Good Lovin',The Miracles,397,6,4804.0
4907,I Can't Work No Longer,Billy Butler & The Chanters,402,6,250.0
4908,You Got What It Takes,Joe Tex,383,6,9398.0
4909,Joanie,Frankie Calen,519,6,114.0
4910,Jivin' Around,Al Casey Combo,495,6,331.0
4911,The Bells,James Brown,460,6,8172.0
4912,"Love Is Me, Love Is You",Connie Francis,490,6,238.0
4913,Peace Of Mind,Paul Revere & The Raiders Featuring Mark Lindsay,327,6,3090.0
4914,Blue Boy,Jim Reeves,441,6,10101.0
4915,A Hard Day's Night,Ramsey Lewis Trio,239,6,7395.0
4916,Who Can I Turn To,Dionne Warwick,425,6,6013.0
4917,Sound Asleep,The Turtles,406,6,22904.0
4918,Pearly Shells (Popo O Ewa),Burl Ives,411,6,573.0
4919,Soulshake,Peggy Scott & Jo Jo Benson,251,6,1063.0
4920,Stag-O-Lee,Wilson Pickett,208,6,1427.0
4921,You'll Never Walk Alone,The Brooklyn Bridge,349,6,16.0
4922,Juanita Banana,The Peels,429,6,2910.0
4923,You'll Never Walk Alone,Gerry And The Pacemakers,378,6,428100.0
4924,Out Of The Blue,Tommy James And The Shondells,349,6,10579.0
4925,Born To Be Together,The Ronettes Featuring Veronica,358,6,48434.0
4926,I Can't Control Myself,The Troggs,345,6,108479.0
4927,Crown Of Creation,Jefferson Airplane,458,6,321364.0
4928,"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,111,6,24048.0
4929,Mio Amore,The Flamingos,514,6,3692.0
4930,(I'm So) Afraid Of Losing You Again,Charley Pride,515,6,6849.0
4931,Mini-Skirt Minnie,Wilson Pickett,359,6,5899.0
4932,All I Have,The Moments,423,6,2210.0
4933,Over The Weekend,The Playboys,470,6,743.0
4934,Bermuda,Linda Scott,493,6,1933.0
4935,Forgive Me,Al Martino,442,6,127.0
4936,An Open Letter To My Teenage Son,Victor Lundberg,202,6,937.0
4937,I Can't Get Next To You,Al Green,502,6,354997.0
4938,Happy Jose (Ching-Ching),Jack Ross,411,6,47.0
4939,Jump Back,King Curtis,429,6,1172.0
4940,Jumbo,Bee Gees,389,6,10926.0
4941,Stardust,Nino Tempo & April Stevens,283,6,958.0
4942,Think Me A Kiss,Clyde McPhatter,480,6,405.0
4943,Who's That Knocking,The Genies,488,6,9730.0
4944,Bad Misunderstanding,The Critters,410,6,522.0
4945,Who's Lovin' You,Brenda & The Tabulations,441,6,464.0
4946,Peg O' My Heart,Robert Maxwell His Harp And Orchestra,455,6,0.0
4947,I Dig Girls,Bobby Rydell,381,6,2025.0
4948,You're Gonna Need Me,Barbara Lynn,443,6,3893.0
4949,Jenny Lou,Sonny James,490,6,164.0
4950,Where Do I Go/Be-In/Hare Krishna,The Happenings,448,6,3.0
4951,Alfie,Cher,259,6,12003.0
4952,I Don't Want To Spoil The Party,The Beatles,314,6,697898.0
4953,Dancing In The Street,The Mamas & The Papas,469,6,164593.0
4954,Till,The Vogues,217,6,8556.0
4955,Sometimes You Gotta Cry A Little,Bobby Bland,366,6,775.0
4956,Pipe Dream,Blues Magoos,431,6,15126.0
4957,Danny Boy,Andy Williams,437,6,10849.0
4958,Blistered/See Ruby Fall,Johnny Cash,381,6,0.0
4959,Fool That I Am,Etta James,406,6,106507.0
4960,Something's Missing,5 Stairsteps and Cubie,549,6,0.0
4961,"The Bluebird, The Buzzard & The Oriole",Bobby Day,436,6,915.0
4962,I Found A Love - Part 1,Wilson Pickett,301,6,69.0
4963,What Does A Girl Do?,The Shirelles,387,6,4888.0
4964,Al-Di-La,The Ray Charles Singers,263,6,111.0
4965,It's Wonderful To Be In Love,The Ovations (featuring Louis Williams),413,6,0.0
4966,Please,Frank Ifield,478,6,125.0
4967,I Found A Love Oh What A Love,Jo Ann & Troy,459,6,111.0
4968,Love Me As I Love You,George Maharis,407,6,31.0
4969,Darling Take Me Back,Lenny Welch,460,6,73.0
4970,Michelle,Bud Shank,453,6,298.0
4971,Michelle,Billy Vaughn And His Orchestra,501,6,4.0
4972,"Darling, I Love You",Al Martino,420,6,74.0
4973,For Love,Lloyd Price and His Orchestra,325,6,0.0
4974,Pin A Medal On Joey,James Darren,422,6,415.0
4975,Where Do You Go To (My Lovely),Peter Sarstedt,447,6,546569.0
4976,Love Machine,The O'Kaysions,469,6,41.0
4977,Soul Time,Shirley Ellis,446,6,34217.0
4978,I Do,The Moments,401,6,2663.0
4979,I Don't Know,Ruth Brown,468,6,110199.0
4980,Soul Man,Ramsey Lewis,357,6,3451.0
4981,D-I-V-O-R-C-E,Tammy Wynette,437,6,79044.0
4982,For Sentimental Reasons,The Cleftones,436,6,4096.0
4983,A Star Is Born (A Love Has Died),Mark Dinning,473,6,70.0
4984,The Big Draft,The Four Preps,434,6,100.0
4985,Dance With Me,The Mojo Men,441,6,1988.0
4986,Dancin' Holiday,The Olympics,534,6,183.0
4987,A Stranger In Your Town,The Shacklefords,492,6,286.0
4988,Good Time Charlie,Bobby Bland,504,6,765.0
4989,Alfie,Eivets Rednow,458,6,2492.0
4990,Where Love Has Gone,Jack Jones,429,6,4051.0
4991,For Me And My Gal,Freddy Cannon,510,6,1410.0
4992,Where Is My Mind,The Vanilla Fudge,502,6,4.0
4993,For Mama (La Mamma),Connie Francis,368,6,211.0
4994,The Bird Man,The Highwaymen,462,6,49.0
4995,Pick Up The Pieces,Carla Thomas,439,6,9672.0
4996,For Mama,Jerry Vale,389,6,179.0
4997,Pictures Of Lily,The Who,392,6,668590.0
4998,Son Of A Lovin' Man,Buchanan Brothers,423,6,101.0
4999,Something You Got,Ramsey Lewis Trio,445,6,1407.0
5000,Melancholy Music Man,The Righteous Brothers,339,6,1902.0
5001,A Voice In The Choir,Al Martino,527,6,10.0
5002,Rules Of Love,The Orlons,470,6,576.0
5003,Electric Stories,The 4 Seasons Featuring the Sound of Frankie Valli,426,6,0.0
5004,Ecstasy,Ben E. King,421,6,4816.0
5005,Run Sally Run,The Cuff Links,491,6,349.0
5006,Shake,Otis Redding,346,6,434616.0
5007,Echo,The Emotions,508,6,864.0
5008,Bring A Little Sunshine (To My Heart),Vic Dana,452,6,371.0
5009,I'm In Love Again,Rick Nelson,456,6,543.0
5010,I'm In A Different World,Four Tops,389,6,33544.0
5011,Ebb Tide,The Platters Featuring Tony Williams,391,6,1.0
5012,I'm Here To Get My Baby Out Of Jail,The Everly Brothers,475,6,13134.0
5013,Easy To Be Free,Rick Nelson,362,6,1159.0
5014,Easy Rider (Let The Wind Pay The Way),Iron Butterfly,430,6,30544.0
5015,African Waltz,Cannonball Adderley Orchestra,349,6,11.0
5016,Adios Amigo,Jim Reeves,563,6,25919.0
5017,Runaway,Lawrence Welk And His Orchestra,397,6,6.0
5018,Runnin' Blue,The Doors,460,6,504254.0
5019,Vance,Roger Miller,545,6,125.0
5020,Use Your Head,Mary Wells,325,6,3431.0
5021,Turn On Your Love Light,Bill Black's Combo,500,6,284.0
5022,Don't You Know Yockomo,Huey piano Smith With His Clowns,429,6,6.0
5023,I Wouldn't Trade You For The World,The Bachelors,458,6,4256.0
5024,S-W-I-M,Bobby Freeman,405,6,629.0
5025,Big Yellow Taxi,Joni Mitchell,481,6,859500.0
5026,The Exodus Song (This Land Is Mine),Pat Boone,465,6,1739.0
5027,The Greatest Love,Dorsey Burnette,451,6,62.0
5028,I Walk The Line,Jaye P. Morgan,425,6,44.0
5029,Try To Remember,Ed Ames,489,6,5594.0
5030,Loving You Has Made Me Bananas,Guy Marks,368,6,1018.0
5031,Bring It On Home To Me,The Animals,267,6,294386.0
5032,Rocking Goose,Johnny And The Hurricanes,451,6,11803.0
5033,She Is Still A Mystery,The Lovin' Spoonful,232,6,25786.0
5034,I'm Too Far Gone (To Turn Around),Bobby Bland,441,6,4368.0
5035,The Guns Of Navarone,Joe Reisman Orch. & Chorus,520,6,0.0
5036,Loving You More Every Day,Etta James,432,6,13380.0
5037,I Want Someone,The Mad Lads,489,6,36225.0
5038,True Love Goes On And On,Burl Ives,451,6,292.0
5039,I Want To Hold Your Hand,Boston Pops Orchestra  Arthur Fiedler,374,6,0.0
5040,I'm The One Who Loves You,The Impressions,456,6,13659.0
5041,Lowdown Popcorn,James Brown,324,6,23614.0
5042,"Truly, Truly, True",Brenda Lee,400,6,83.0
5043,Roses And Rainbows,Danny Hutton,486,6,3058.0
5044,Lucifer,Bob Seger System,538,6,18005.0
5045,I Want To Meet Him,The Royalettes,482,6,1390.0
5046,Endless Sleep,Jody Reynolds,329,6,25437.0
5047,Lullaby Of Love,The Poppies,410,6,132.0
5048,A Fine Fine Boy,Darlene Love,389,6,955.0
5049,Got What You Need,The Fantastic Johnny C,392,6,447.0
5050,The Green Leaves Of Summer,Kenny Ball and his Jazzmen,550,6,670.0
5051,I Want You To Know,The New Colony Six,453,6,203.0
5052,I Was Made To Love Her,King Curtis & The Kingpins,493,6,98.0
5053,Settle Down (Goin' Down That Highway),"Peter, Paul & Mary",381,6,6935.0
5054,Angel Baby,Dean Martin,356,6,25943.0
5055,Your One And Only Love,Jackie Wilson,402,6,1029.0
5056,Turn On Your Love Light,"Oscar Toney, Jr.",456,6,135.0
5057,The Girl From Peyton Place,Dickey Lee,489,6,30.0
5058,Dum-De-Da,Bobby Vinton,297,6,81.0
5059,Secretly,The Lettermen,436,6,650.0
5060,Unchained Melody,Vito & The Salutations,455,6,10060.0
5061,Save All Your Lovin' For Me,Brenda Lee,344,6,199.0
5062,The Fool And The Angel,Bobby Helms,502,6,185.0
5063,Zabadak,"Dave Dee, Dozy, Beaky, Mick And Tich",372,6,838.0
5064,(Theme from) The Dark At The Top Of The Stairs,Ernie Freeman,500,6,8.0
5065,Uh! Oh! Part 1,The Nutty Squirrels,406,6,399.0
5066,The Freeze,Tony And Joe,372,6,1241.0
5067,Make Me Forget,Bobby Rydell,344,6,301.0
5068,I'll Walk The Line,Don Costa And His Orchestra And Chorus,445,6,2.0
5069,Break Away,The Beach Boys,435,6,114985.0
